TYPE,IDENT,LAT,LONG,Y_PROJ,X_PROJ,ALTITUDE
WAYPOINT,27123,10.48713776,-4.61511034,1159726.509,323239.1524,302.00
WAYPOINT,27124,10.48748997,-4.61493297,1159765.367,323258.7689,302.00
WAYPOINT,27125,10.48776305,-4.6152825,1159795.768,323220.6612,303.00
WAYPOINT,27126,10.48766557,-4.61557142,1159785.149,323188.9781,303.00
WAYPOINT,27127,10.48831215,-4.61581324,1159856.802,323162.8735,305.00
WAYPOINT,27128,10.48919837,-4.61641791,1159955.165,323097.1845,308.00
WAYPOINT,27129,10.50546622,-4.62151227,1161757.397,322548.7918,332.00
WAYPOINT,27130,10.50926389,-4.6195421,1162176.339,322766.6185,322.00
WAYPOINT,27131,10.51425322,-4.62232162,1162729.773,322465.2189,325.00
WAYPOINT,27132,10.51496484,-4.62908406,1162812.318,321725.4094,328.00
WAYPOINT,27133,10.52039498,-4.63675275,1163417.31,320889.125,329.00
WAYPOINT,27134,10.52259238,-4.63755439,1163660.821,320802.6474,326.00
WAYPOINT,27135,10.51965795,-4.63756126,1163336.249,320800.2011,327.00
WAYPOINT,27136,10.5187595,-4.63784499,1163237.034,320768.6255,325.00
WAYPOINT,27137,10.51855532,-4.63801238,1163214.545,320750.1852,324.00
WAYPOINT,27138,10.51800848,-4.63817633,1163154.153,320731.9236,325.00
WAYPOINT,27139,10.51755502,-4.63990996,1163104.988,320541.8991,320.00
WAYPOINT,27140,10.51487591,-4.63915525,1162808.221,320622.9617,317.00
WAYPOINT,27141,10.5076725,-4.61112298,1161995.578,323687.2845,336.00
WAYPOINT,27142,10.50630827,-4.61215605,1161845.264,323573.4283,342.00
WAYPOINT,27143,10.50656551,-4.60388948,1161869.085,324478.4498,320.00
WAYPOINT,40221,10.07421931,-4.31804085,1113909.088,355569.5031,272.00
WAYPOINT,40222,10.07113243,-4.31691139,1113567.207,355691.917,272.00
WAYPOINT,40223,10.07475148,-4.29034989,1113955.855,358604.5918,280.00
WAYPOINT,40224,10.07519203,-4.28634628,1114002.85,359043.565,288.00
WAYPOINT,40225,10.0797771,-4.2764299,1114505.66,360132.3387,297.00
WAYPOINT,40226,10.07972312,-4.27437432,1114498.812,360357.5954,301.00
WAYPOINT,40227,10.07825889,-4.27385213,1114336.66,360414.1943,303.00
WAYPOINT,40228,10.08154836,-4.27570981,1114701.235,360212.0201,297.00
WAYPOINT,40229,10.07997525,-4.28118034,1114529.607,359611.8026,295.00
WAYPOINT,40230,10.07987349,-4.2832412,1114519.238,359385.8994,295.00
WAYPOINT,40231,10.08561937,-4.27652369,1115151.796,360124.5804,283.00
WAYPOINT,40232,10.0905978,-4.28414712,1115705.633,359291.271,278.00
WAYPOINT,40233,10.10250254,-4.27612329,1117018.736,360175.7508,260.00
WAYPOINT,40235,10.10377659,-4.27395221,1117158.704,360414.2218,263.00
WAYPOINT,40236,10.10836325,-4.27225688,1117665.219,360601.9831,258.00
WAYPOINT,40237,10.10257772,-4.26885928,1117023.949,360971.8207,267.00
WAYPOINT,40238,10.10102632,-4.26796108,1116851.997,361069.5851,267.00
WAYPOINT,40239,10.10273438,-4.26491316,1117039.596,361404.3284,270.00
WAYPOINT,40240,10.10055978,-4.25156565,1116793.473,362866.1054,287.00
WAYPOINT,40241,10.10908191,-4.24970454,1117735.147,363073.6647,265.00
WAYPOINT,40242,10.10997115,-4.25142718,1117834.211,362885.2691,268.00
WAYPOINT,40243,10.10837205,-4.26620565,1117663.613,361265.1073,265.00
WAYPOINT,40244,10.10083839,-4.27334678,1116833.51,360479.3017,272.00
WAYPOINT,40245,10.09961053,-4.27736741,1116699.441,360038.1611,264.00
WAYPOINT,40246,10.09870964,-4.27489308,1116598.752,360308.9283,270.00
WAYPOINT,40247,10.09719788,-4.27447256,1116431.387,360354.3601,274.00
WAYPOINT,40248,10.0966145,-4.27763756,1116368.226,360007.2603,270.00
WAYPOINT,40249,10.0917913,-4.28136885,1115836.428,359596.2616,274.00
WAYPOINT,40250,10.08512358,-4.29020598,1115102.849,358624.8854,298.00
WAYPOINT,40251,10.09197671,-4.34480821,1115884.857,352643.9117,274.00
WAYPOINT,40252,10.09700719,-4.34281197,1116440.293,352864.9714,265.00
WAYPOINT,40253,10.10543302,-4.34827605,1117374.598,352270.0019,267.00
WAYPOINT,40254,10.1064116,-4.34717492,1117482.324,352391.1198,268.00
WAYPOINT,40255,10.1075264,-4.34812602,1117606.043,352287.3995,269.00
WAYPOINT,40256,10.11502694,-4.34986551,1118436.34,352100.2039,274.00
WAYPOINT,40257,10.11875714,-4.34984716,1118848.867,352103.9224,283.00
WAYPOINT,40258,10.12132234,-4.34572368,1119130.693,352556.9613,289.00
WAYPOINT,40259,10.12654552,-4.34867537,1119709.678,352235.8961,285.00
WAYPOINT,40260,10.12903444,-4.35090805,1119985.95,351992.377,286.00
WAYPOINT,40261,10.12782712,-4.35129044,1119852.602,351949.9206,285.00
WAYPOINT,40262,10.12651132,-4.35213919,1119707.469,351856.3096,283.00
WAYPOINT,40263,10.12939269,-4.35267823,1120026.375,351798.5638,286.00
WAYPOINT,40264,10.128181,-4.3546696,1119893.277,351579.7907,279.00
WAYPOINT,40265,10.12678877,-4.3572317,1119740.473,351298.3911,272.00
WAYPOINT,40266,10.12422441,-4.35688259,1119456.712,351335.4662,273.00
WAYPOINT,40267,10.12928389,-4.35473154,1120015.277,351573.5105,284.00
WAYPOINT,40268,10.13078174,-4.35386712,1120180.536,351668.923,288.00
WAYPOINT,40269,10.13516488,-4.35268309,1120664.744,351800.6831,289.00
WAYPOINT,40270,10.13531836,-4.35054721,1120680.746,352034.8005,295.00
WAYPOINT,40271,10.13798104,-4.35089397,1120975.379,351998.0252,287.00
WAYPOINT,40272,10.14035848,-4.34940032,1121237.629,352162.7862,291.00
WAYPOINT,40273,10.14122257,-4.34907552,1121333.044,352198.773,291.00
WAYPOINT,40274,10.1411649,-4.34878903,1121326.536,352230.1391,292.00
WAYPOINT,40275,10.13753881,-4.34815887,1120925.228,352297.5284,297.00
WAYPOINT,40276,10.13364835,-4.34794472,1120494.872,352319.2129,306.00
WAYPOINT,40277,10.13013256,-4.35099975,1120107.436,351982.8322,301.00
WAYPOINT,40278,10.12611117,-4.34657109,1119660.688,352466.2877,306.00
WAYPOINT,40279,10.12465582,-4.34515547,1119499.096,352620.7491,308.00
WAYPOINT,40280,10.12426372,-4.34373884,1119455.092,352775.8074,311.00
WAYPOINT,40281,10.12419633,-4.34367506,1119447.61,352782.7658,310.00
WAYPOINT,40282,10.12284952,-4.34407253,1119298.842,352738.5959,309.00
WAYPOINT,40283,10.12204042,-4.34235407,1119208.585,352926.5406,308.00
WAYPOINT,40284,10.12114414,-4.34204126,1119109.321,352960.4111,306.00
WAYPOINT,40285,10.11952224,-4.34255674,1118930.183,352903.1845,305.00
WAYPOINT,40286,10.12021693,-4.34088833,1119006.259,353086.3309,306.00
WAYPOINT,40287,10.11818332,-4.34400816,1118782.763,352743.5223,305.00
WAYPOINT,40288,10.11712778,-4.34255859,1118665.373,352901.8915,306.00
WAYPOINT,40289,10.11456971,-4.34081038,1118381.681,353092.305,300.00
WAYPOINT,40290,10.1126381,-4.34160238,1118168.415,353004.635,299.00
WAYPOINT,40291,10.10950201,-4.34257451,1117822.024,352896.6762,295.00
WAYPOINT,40292,10.1114016,-4.33750195,1118029.823,353453.4235,291.00
WAYPOINT,40293,10.11126121,-4.33724991,1118014.183,353480.98,289.00
WAYPOINT,40294,10.11210032,-4.33920817,1118107.863,353266.7625,294.00
WAYPOINT,40295,10.12287291,-4.33325996,1119296.562,353923.4733,304.00
WAYPOINT,40296,10.1238002,-4.33368014,1119399.302,353877.8487,304.00
WAYPOINT,40297,10.13224731,-4.33609371,1120334.574,353617.1967,313.00
WAYPOINT,40298,10.1324867,-4.3346418,1120360.397,353776.4041,308.00
WAYPOINT,40299,10.13784525,-4.33762274,1120954.355,353452.1908,324.00
WAYPOINT,40300,10.13747008,-4.34135294,1120914.546,353043.2746,318.00
WAYPOINT,40301,10.14101428,-4.34275791,1121307.145,352890.9389,311.00
WAYPOINT,40302,10.14109056,-4.34269479,1121315.552,352897.8902,312.00
WAYPOINT,40303,10.14018741,-4.33784218,1121213.48,353429.2101,323.00
WAYPOINT,40304,10.13918677,-4.33691539,1121102.399,353530.3097,326.00
WAYPOINT,40305,10.13920345,-4.336892,1121104.233,353532.8803,331.00
WAYPOINT,40306,10.14206579,-4.3332095,1121419.131,353937.6934,328.00
WAYPOINT,40307,10.14317606,-4.33206461,1121541.405,354063.6481,330.00
WAYPOINT,40308,10.14227819,-4.33185465,1121442.013,354086.248,332.00
WAYPOINT,40309,10.13105943,-4.33032176,1120200.614,354249.1441,321.00
WAYPOINT,40310,10.13101635,-4.32062306,1120191.524,355311.8986,316.00
WAYPOINT,40311,10.12960726,-4.32045015,1120035.613,355330.2141,317.00
WAYPOINT,40312,10.12959888,-4.32050723,1120034.712,355323.9555,308.00
WAYPOINT,40313,10.12822383,-4.31211962,1119878.928,356242.4498,305.00
WAYPOINT,40314,10.12853539,-4.31135268,1119913.046,356326.6294,308.00
WAYPOINT,40315,10.1290388,-4.31177421,1119968.905,356280.6626,307.00
WAYPOINT,40316,10.12468189,-4.31726796,1119489.495,355676.7136,303.00
WAYPOINT,40317,10.12473755,-4.31723258,1119495.635,355680.6154,308.00
WAYPOINT,40318,10.12111036,-4.32278166,1119096.959,355070.9141,303.00
WAYPOINT,40319,10.12179206,-4.32589444,1119173.736,354730.1151,306.00
WAYPOINT,40320,10.12181595,-4.3261257,1119176.481,354704.7838,306.00
WAYPOINT,40321,10.12152158,-4.3263215,1119144.013,354683.1952,300.00
WAYPOINT,40322,10.11887684,-4.32531073,1118851.075,354792.7686,301.00
WAYPOINT,40323,10.10379268,-4.32222032,1117181.511,355124.6654,317.00
WAYPOINT,16001,10.677283,-4.42140791,1180654.174,344538.5256,267.00
WAYPOINT,16002,10.67699508,-4.41896928,1180621.105,344805.1472,286.00
WAYPOINT,16003,10.67713916,-4.41898788,1180637.05,344803.1856,290.00
WAYPOINT,16004,10.67730119,-4.41871296,1180654.832,344833.342,290.00
WAYPOINT,16005,10.6771659,-4.41881178,1180639.919,344822.4632,292.00
WAYPOINT,16006,10.67738551,-4.41863081,1180664.117,344842.3714,295.00
WAYPOINT,16007,10.67743236,-4.41847567,1180669.22,344859.3663,295.00
WAYPOINT,16008,10.67739322,-4.4184382,1180664.873,344863.4454,296.00
WAYPOINT,16009,10.6771799,-4.41846267,1180641.292,344860.6603,298.00
WAYPOINT,16010,10.67693816,-4.41857776,1180614.613,344847.9477,291.00
WAYPOINT,16011,10.67826016,-4.41877867,1180760.927,344826.6406,296.00
WAYPOINT,16012,10.68034365,-4.42109752,1180992.526,344574.0361,295.00
WAYPOINT,16013,10.68540087,-4.42089309,1181551.752,344598.9708,301.00
WAYPOINT,16014,10.68532661,-4.42031994,1181543.251,344661.6297,300.00
WAYPOINT,16015,10.68627418,-4.42000821,1181647.896,344696.2114,303.00
WAYPOINT,16016,10.68768896,-4.42029487,1181804.514,344665.5733,302.00
WAYPOINT,16017,10.68770539,-4.42008013,1181806.224,344689.0718,294.00
WAYPOINT,16018,10.68961278,-4.41927496,1182016.776,344778.1177,295.00
WAYPOINT,16019,10.69003883,-4.42169046,1182065.113,344514.1078,283.00
WAYPOINT,16020,10.6913822,-4.4208801,1182213.282,344603.4351,288.00
WAYPOINT,16021,10.69937811,-4.41785188,1183096.107,344938.7464,289.00
WAYPOINT,16022,10.6978169,-4.41643802,1182922.727,345092.608,296.00
WAYPOINT,16023,10.70158021,-4.41899995,1183340.237,344814.2856,298.00
WAYPOINT,16024,10.70491042,-4.41686416,1183707.484,345049.598,285.00
WAYPOINT,16025,10.70553923,-4.41648069,1183776.838,345091.8623,285.00
WAYPOINT,16026,10.70559832,-4.41570193,1183782.982,345177.0748,292.00
WAYPOINT,16027,10.7061149,-4.41465368,1183839.59,345291.9967,295.00
WAYPOINT,16028,10.70905359,-4.41311183,1184163.835,345462.1367,284.00
WAYPOINT,16029,10.7089562,-4.41330814,1184153.162,345440.6148,289.00
WAYPOINT,16030,10.71995669,-4.4199513,1185373.158,344719.5866,292.00
WAYPOINT,16031,10.71918153,-4.42249278,1185288.708,344441.2107,292.00
WAYPOINT,16032,10.71978687,-4.4227843,1185355.806,344409.6342,289.00
WAYPOINT,16033,10.71900652,-4.42378066,1185270.003,344300.256,292.00
WAYPOINT,16034,10.71983482,-4.42540004,1185362.433,344123.556,299.00
WAYPOINT,16035,10.72045323,-4.42496963,1185430.611,344170.9496,298.00
WAYPOINT,16036,10.72864654,-4.42165182,1186335.117,344538.027,297.00
WAYPOINT,16037,10.72950519,-4.42153313,1186430.024,344551.4474,305.00
WAYPOINT,16038,10.73085811,-4.41994577,1186578.856,344725.7534,311.00
WAYPOINT,16039,10.73197139,-4.41794677,1186700.977,344944.9579,317.00
WAYPOINT,16040,10.73305232,-4.41785457,1186820.481,344955.5932,319.00
WAYPOINT,16041,10.73423736,-4.42151637,1186953.396,344555.699,323.00
WAYPOINT,16042,10.73277296,-4.42271825,1186792.04,344423.4977,313.00
WAYPOINT,16043,10.73404332,-4.4228801,1186932.625,344406.4457,314.00
WAYPOINT,16044,10.73463835,-4.42428038,1186999.144,344253.5987,306.00
WAYPOINT,16045,10.73757,-4.42501539,1187323.759,344174.7117,314.00
WAYPOINT,16046,10.73765173,-4.42599348,1187333.294,344067.7789,314.00
WAYPOINT,16047,10.73727052,-4.42207117,1187289.145,344496.5707,317.00
WAYPOINT,16048,10.73100915,-4.42354755,1186597.382,344331.8922,297.00
WAYPOINT,16049,10.72233162,-4.43622862,1185644.084,342940.4392,328.00
WAYPOINT,16050,10.7228601,-4.43700856,1185702.933,342855.4045,330.00
WAYPOINT,16051,10.72397875,-4.43707486,1185826.69,342848.7303,335.00
WAYPOINT,16052,10.72344641,-4.43736638,1185767.962,342816.57,340.00
WAYPOINT,16053,10.72397657,-4.43787659,1185826.859,342761.0388,339.00
WAYPOINT,16054,10.72327626,-4.43788002,1185749.405,342760.3018,335.00
WAYPOINT,16055,10.72309177,-4.43813542,1185729.131,342732.2717,336.00
WAYPOINT,16056,10.72303788,-4.43802377,1185723.114,342744.4558,341.00
WAYPOINT,16057,10.72295565,-4.4377776,1185713.893,342771.3386,337.00
WAYPOINT,16058,10.72277402,-4.43743058,1185693.627,342809.2008,336.00
WAYPOINT,16059,10.72511399,-4.44528669,1185956.454,341951.1374,317.00
WAYPOINT,16060,10.72305833,-4.4446676,1185728.778,342017.7843,300.00
WAYPOINT,16061,10.72140668,-4.44774183,1185547.682,341680.6747,308.00
WAYPOINT,16062,10.71527322,-4.44732039,1184869.095,341723.5832,304.00
WAYPOINT,16063,10.71637871,-4.44696668,1184991.182,341762.8463,312.00
WAYPOINT,16064,10.71632339,-4.44555961,1184984.341,341916.7224,313.00
WAYPOINT,16065,10.71645976,-4.44404164,1184998.645,342082.828,317.00
WAYPOINT,16066,10.72023204,-4.44194918,1185414.792,342313.6533,311.00
WAYPOINT,16067,10.71879638,-4.44003786,1185255.028,342521.9671,312.00
WAYPOINT,16068,10.71881214,-4.43882617,1185256.152,342654.508,317.00
WAYPOINT,16069,10.71613572,-4.43548179,1184958.43,343018.9312,315.00
WAYPOINT,16070,10.71600806,-4.43376333,1184943.436,343206.8292,312.00
WAYPOINT,16071,10.71614862,-4.43329596,1184958.744,343258.0221,310.00
WAYPOINT,16072,10.71658549,-4.43306588,1185006.945,343283.4128,312.00
WAYPOINT,16073,10.71689981,-4.43324416,1185041.8,343264.0744,316.00
WAYPOINT,16074,10.71739501,-4.43320376,1185096.549,343268.7482,315.00
WAYPOINT,16075,10.7169895,-4.43253974,1185051.361,343341.1692,313.00
WAYPOINT,16076,10.71654836,-4.43228728,1185002.443,343368.5561,309.00
WAYPOINT,16077,10.71598023,-4.43279112,1184939.863,343313.1544,311.00
WAYPOINT,16078,10.71543097,-4.43210271,1184878.764,343388.1697,314.00
WAYPOINT,16079,10.70753982,-4.42562995,1184002.716,344092.1177,297.00
WAYPOINT,16080,10.70708536,-4.42541806,1183952.345,344115.0622,301.00
WAYPOINT,16081,10.70682325,-4.4255572,1183923.426,344099.7087,298.00
WAYPOINT,16082,10.70610476,-4.4262244,1183844.298,344026.3614,304.00
WAYPOINT,16083,10.70510739,-4.42448742,1183733.111,344215.8468,301.00
WAYPOINT,16084,10.70541694,-4.42435255,1183767.279,344230.7574,296.00
WAYPOINT,16085,10.70147334,-4.42832583,1183333.125,343794.1297,296.00
WAYPOINT,16086,10.70142112,-4.4292993,1183327.842,343687.6207,297.00
WAYPOINT,16087,10.70178707,-4.42967774,1183368.508,343646.4129,302.00
WAYPOINT,16088,10.69147347,-4.43768028,1182231.883,342765.7472,286.00
WAYPOINT,16089,10.69109352,-4.43831563,1182190.184,342696.0516,310.00
WAYPOINT,16090,10.68982953,-4.43683689,1182049.632,342857.158,307.00
WAYPOINT,16091,10.68783313,-4.43644412,1181828.629,342899.0956,298.00
WAYPOINT,16092,10.660774,-4.43192041,1178833.577,343380.0844,281.00
WAYPOINT,16093,10.66011862,-4.42351528,1178756.853,344299.2615,300.00
WAYPOINT,16094,10.66004201,-4.42337028,1178748.307,344315.0853,300.00
WAYPOINT,16095,10.66012281,-4.42303123,1178757.073,344352.2181,302.00
WAYPOINT,16096,10.66156165,-4.42241583,1178915.899,344420.273,303.00
WAYPOINT,16097,10.66199868,-4.42260945,1178964.332,344399.3134,304.00
WAYPOINT,16098,10.66086779,-4.42184905,1178838.873,344481.9253,300.00
WAYPOINT,16099,10.66096469,-4.42168015,1178849.506,344500.4519,301.00
WAYPOINT,16100,10.66090593,-4.42109996,1178842.716,344563.8939,303.00
WAYPOINT,16101,10.6615303,-4.4215385,1178911.991,344516.2354,302.00
WAYPOINT,16102,10.66288322,-4.41990972,1179060.806,344695.1071,305.00
WAYPOINT,16103,10.66347054,-4.42058598,1179126.103,344621.4239,305.00
WAYPOINT,16104,10.66420874,-4.41962591,1179207.266,344726.8275,306.00
WAYPOINT,16105,10.66418326,-4.41939876,1179204.334,344751.6642,309.00
WAYPOINT,16106,10.66507878,-4.41958409,1179303.472,344731.8438,305.00
WAYPOINT,16107,10.66594463,-4.41924546,1179399.065,344769.328,311.00
WAYPOINT,16108,10.66520358,-4.41891479,1179316.939,344805.1264,310.00
WAYPOINT,16109,10.66419767,-4.41888671,1179205.671,344807.6882,310.00
WAYPOINT,16110,10.66354606,-4.41865018,1179133.485,344833.2337,310.00
WAYPOINT,16111,10.66299411,-4.41917564,1179072.702,344775.4699,308.00
WAYPOINT,16112,10.6626492,-4.41907564,1179034.505,344786.2348,307.00
WAYPOINT,16113,10.6626155,-4.41868714,1179030.583,344828.7187,297.00
WAYPOINT,16114,10.66279488,-4.41884229,1179050.501,344811.8366,306.00
WAYPOINT,16115,10.66286939,-4.41842638,1179058.533,344857.3739,301.00
WAYPOINT,16116,10.66290149,-4.4182196,1179061.979,344880.0114,304.00
WAYPOINT,16117,10.66390095,-4.41744427,1179172.131,344965.3367,301.00
WAYPOINT,16118,10.66423707,-4.41696273,1179209.065,345018.1859,309.00
WAYPOINT,16119,10.6644959,-4.41667087,1179237.545,345050.2455,301.00
WAYPOINT,16120,10.66457368,-4.41640039,1179246.012,345079.8746,302.00
WAYPOINT,16121,10.66498943,-4.4163081,1179291.948,345090.1812,304.00
WAYPOINT,16122,10.66517785,-4.41618288,1179312.724,345103.9752,301.00
WAYPOINT,16123,10.66517274,-4.41595732,1179312.046,345128.6481,301.00
WAYPOINT,16124,10.66583223,-4.4153291,1179384.671,345197.7067,293.00
WAYPOINT,16125,10.66609098,-4.41567267,1179413.461,345160.2523,301.00
WAYPOINT,16126,10.66614546,-4.41565013,1179419.475,345162.7457,302.00
WAYPOINT,16127,10.67132405,-4.41656015,1179992.682,345065.815,293.00
WAYPOINT,16128,10.66685448,-4.41545902,1179497.797,345184.0111,294.00
WAYPOINT,16129,10.66685842,-4.41525777,1179498.132,345206.029,299.00
WAYPOINT,16130,10.66670327,-4.41492224,1179480.805,345242.6562,302.00
WAYPOINT,16131,10.66642441,-4.41486709,1179449.935,345248.5484,297.00
WAYPOINT,16132,10.66609466,-4.41483675,1179413.45,345251.7007,305.00
WAYPOINT,16133,10.66629491,-4.41481738,1179435.588,345253.921,300.00
WAYPOINT,16134,10.66631821,-4.41468495,1179438.098,345268.4201,299.00
WAYPOINT,16135,10.66641385,-4.41444221,1179448.555,345295.0232,302.00
WAYPOINT,16136,10.66653572,-4.41451379,1179462.069,345287.2543,297.00
WAYPOINT,16137,10.66666807,-4.41450113,1179476.701,345288.7061,296.00
WAYPOINT,16138,10.66687921,-4.41437205,1179499.988,345302.9337,298.00
WAYPOINT,16139,10.66703671,-4.4143832,1179517.413,345301.7935,297.00
WAYPOINT,16140,10.66685993,-4.41416653,1179497.753,345325.407,293.00
WAYPOINT,16141,10.66752831,-4.41335583,1179571.271,345414.4318,299.00
WAYPOINT,16142,10.66821042,-4.41247707,1179646.273,345510.9087,290.00
WAYPOINT,16143,10.66847596,-4.41226535,1179675.536,345534.2039,292.00
WAYPOINT,16144,10.66843514,-4.41208706,1179670.932,345553.6874,296.00
WAYPOINT,16145,10.66903051,-4.41215303,1179736.813,345546.7711,298.00
WAYPOINT,16146,10.66879733,-4.41154802,1179710.721,345612.8386,300.00
WAYPOINT,16147,10.67056716,-4.41063942,1179906.01,345713.1274,298.00
WAYPOINT,16148,10.67277127,-4.41077471,1180149.851,345699.4392,293.00
WAYPOINT,16149,10.67258201,-4.41073137,1180128.898,345704.0848,293.00
WAYPOINT,16150,10.67262844,-4.4105152,1180133.925,345727.7559,294.00
WAYPOINT,16151,10.67164139,-4.40919925,1180024.102,345871.2151,298.00
WAYPOINT,16152,10.67224463,-4.40866062,1180090.551,345930.4418,301.00
WAYPOINT,16153,10.67302926,-4.40869449,1180177.348,345927.1319,298.00
WAYPOINT,16154,10.67152555,-4.40718139,1180010.285,346091.8985,301.00
WAYPOINT,16155,10.67266717,-4.40560852,1180135.765,346264.5347,304.00
WAYPOINT,16156,10.67318073,-4.40499321,1180192.259,346332.1036,304.00
WAYPOINT,16157,10.67323915,-4.40476874,1180198.608,346356.6884,302.00
WAYPOINT,16158,10.67314049,-4.40522371,1180187.923,346306.8682,304.00
WAYPOINT,16159,10.67327418,-4.40449767,1180202.348,346386.3592,303.00
WAYPOINT,16161,10.67304729,-4.40435777,1180177.184,346401.5494,308.00
WAYPOINT,16162,10.67312876,-4.40428955,1180186.161,346409.0531,306.00
WAYPOINT,16163,10.67337887,-4.40421285,1180213.785,346417.5692,312.00
WAYPOINT,16164,10.67353746,-4.40439088,1180231.413,346398.1735,307.00
WAYPOINT,16165,10.67345691,-4.40396558,1180222.293,346444.658,304.00
WAYPOINT,16166,10.67381289,-4.404225,1180261.793,346416.458,304.00
WAYPOINT,16167,10.67383225,-4.40410498,1180263.875,346429.597,301.00
WAYPOINT,16168,10.67404012,-4.4040577,1180286.842,346434.8735,302.00
WAYPOINT,16170,10.6738817,-4.40372997,1180269.158,346470.6453,301.00
WAYPOINT,16171,10.67416803,-4.40395444,1180300.937,346446.2337,305.00
WAYPOINT,16172,10.67452191,-4.40387229,1180340.035,346455.3979,310.00
WAYPOINT,16173,10.67487471,-4.4038878,1180379.062,346453.8784,306.00
WAYPOINT,16174,10.67423215,-4.40374296,1180307.924,346469.4002,309.00
WAYPOINT,16175,10.67409888,-4.40346879,1180293.048,346499.3256,307.00
WAYPOINT,16176,10.67434028,-4.4034278,1180319.726,346503.9308,311.00
WAYPOINT,16177,10.67434598,-4.40315447,1180320.221,346533.8339,308.00
WAYPOINT,16178,10.67439744,-4.40289723,1180325.785,346561.9999,310.00
WAYPOINT,16179,10.67467052,-4.402398,1180355.74,346616.749,310.00
WAYPOINT,16180,10.66274148,-4.41624465,1179043.293,345095.985,307.00
WAYPOINT,16181,10.66279429,-4.4160973,1179049.06,345112.1314,306.00
WAYPOINT,16182,10.66228132,-4.41604366,1178992.299,345117.74,301.00
WAYPOINT,16183,10.66165418,-4.416075,1178922.953,345113.9942,302.00
WAYPOINT,16184,10.66165276,-4.41615941,1178922.839,345104.7592,308.00
WAYPOINT,16185,10.66141228,-4.41623627,1178896.28,345096.2293,306.00
WAYPOINT,16186,10.66154036,-4.41652771,1178910.591,345064.4111,305.00
WAYPOINT,16187,10.66212441,-4.41677548,1178975.311,345037.6012,305.00
WAYPOINT,16188,10.66245943,-4.41697447,1179012.464,345016.0017,302.00
WAYPOINT,16189,10.66244275,-4.41710589,1179010.685,345001.6162,303.00
WAYPOINT,16190,10.66270192,-4.41696902,1179039.281,345016.7207,303.00
WAYPOINT,16191,10.66251216,-4.41719868,1179018.408,344991.5004,303.00
WAYPOINT,16192,10.66241166,-4.41747344,1179007.431,344961.3914,300.00
WAYPOINT,16193,10.66235323,-4.41757511,1179001.019,344950.2393,321.00
WAYPOINT,16194,10.66211527,-4.41747763,1178974.652,344960.7829,310.00
WAYPOINT,16195,10.66186641,-4.41736649,1178947.072,344972.8154,301.00
WAYPOINT,16196,10.66147674,-4.41724269,1178903.913,344986.1616,301.00
WAYPOINT,16197,10.66111112,-4.41716163,1178863.435,344994.8443,301.00
WAYPOINT,16198,10.66118337,-4.41743547,1178871.563,344964.9233,298.00
WAYPOINT,16199,10.6613557,-4.41782473,1178890.818,344922.4263,302.00
WAYPOINT,16200,10.66176927,-4.4178865,1178936.589,344915.8782,301.00
WAYPOINT,16201,10.66191176,-4.41792975,1178952.37,344911.2189,304.00
WAYPOINT,16202,10.66192182,-4.41823611,1178953.636,344877.7089,304.00
WAYPOINT,16203,10.66210622,-4.41846326,1178974.145,344852.9526,299.00
WAYPOINT,16204,10.66182601,-4.41841959,1178943.132,344857.588,305.00
WAYPOINT,16205,10.66169961,-4.41832529,1178929.105,344867.8402,303.00
WAYPOINT,16206,10.66175225,-4.41877289,1178935.151,344818.9004,300.00
WAYPOINT,16207,10.66140298,-4.41883064,1178896.551,344812.4056,302.00
WAYPOINT,16208,10.66128865,-4.41886358,1178883.922,344808.7441,308.00
WAYPOINT,16209,10.66116585,-4.41899082,1178870.405,344794.762,302.00
WAYPOINT,16210,10.66130273,-4.41860684,1178885.351,344836.8381,301.00
WAYPOINT,16211,10.66111213,-4.41854884,1178864.242,344843.0866,303.00
WAYPOINT,16212,10.66065263,-4.41843434,1178813.364,344855.3799,304.00
WAYPOINT,16213,10.66037536,-4.41848681,1178782.724,344849.4993,300.00
WAYPOINT,16214,10.66032364,-4.41867725,1178777.099,344828.6393,295.00
WAYPOINT,16215,10.66061667,-4.4189619,1178809.651,344797.6475,300.00
WAYPOINT,16216,10.66087014,-4.41908453,1178837.746,344784.3604,302.00
WAYPOINT,16217,10.66034577,-4.41916692,1178779.792,344775.0813,301.00
WAYPOINT,16218,10.66037443,-4.41939348,1178783.075,344750.3105,294.00
WAYPOINT,16219,10.66068599,-4.41944805,1178817.561,344744.4986,298.00
WAYPOINT,16220,10.66096276,-4.42025196,1178848.575,344656.6926,297.00
WAYPOINT,16221,10.6563621,-4.42495119,1178342.104,344140.2632,304.00
WAYPOINT,16222,10.6596178,-4.44150218,1178710.564,342331.2521,265.00
WAYPOINT,16223,10.66952177,-4.44447306,1179807.468,342011.35,287.00
WAYPOINT,16224,10.6624104,-4.44563923,1179021.538,341880.1015,310.00
WAYPOINT,16225,10.66940116,-4.44413887,1179793.958,342047.8469,282.00
WAYPOINT,16226,10.6637914,-4.45650252,1179179.849,340692.3852,302.00
WAYPOINT,16227,10.66563961,-4.45613539,1179384.075,340733.5105,310.00
WAYPOINT,16228,10.67201111,-4.45573071,1180088.565,340781.0972,312.00
WAYPOINT,16229,10.67537963,-4.45449128,1180460.491,340918.4379,320.00
