Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
E4_13_EKDN220028957-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E4_13_EKDN220028957-1A_H5J72DSX5_L2/E4_13_EKDN220028957-1A_H5J72DSX5_L2.srt.dp.bam	7309608.0	7274067.0	1020599388.0	1015913031.0	145890.3933	219.0	43.8174	0.0297	3.3364	99.51377693578097
E4_1_EKDN220028169-1A_H57YWDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E4_1_EKDN220028169-1A_H57YWDSX5_L3/E4_1_EKDN220028169-1A_H57YWDSX5_L3.srt.dp.bam	6670274.0	6636102.0	926831796.0	922626369.0	141624.902	215.0	43.6104	0.0297	3.0299	99.48769720704126
E4_3_EKDN220028303-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E4_3_EKDN220028303-1A_H3NGLDSX5_L2/E4_3_EKDN220028303-1A_H3NGLDSX5_L2.srt.dp.bam	4416383.0	4395028.0	607447241.0	604469796.0	128700.4178	196.0	43.8369	0.0314	1.9858	99.5164595099655
E4_4_EKDN220028381-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E4_4_EKDN220028381-1A_H5J72DSX5_L1/E4_4_EKDN220028381-1A_H5J72DSX5_L1.srt.dp.bam	6879095.0	6834226.0	952858831.0	948431295.0	152631.8076	227.0	43.4582	0.0309	3.115	99.34774850470883
E4_5_EKDN220028447-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E4_5_EKDN220028447-1A_H5GV5DSX5_L3/E4_5_EKDN220028447-1A_H5GV5DSX5_L3.srt.dp.bam	6181738.0	6146617.0	855486770.0	851405790.0	118164.5496	201.0	43.6995	0.0308	2.7967	99.43185880734512
E4_8_EKDN220028652-1A_H3YFWDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E4_8_EKDN220028652-1A_H3YFWDSX5_L2/E4_8_EKDN220028652-1A_H3YFWDSX5_L2.srt.dp.bam	6131562.0	6096960.0	854764434.0	850711572.0	141794.5765	227.0	43.6679	0.0307	2.7943	99.43567397671262
E5_10_EKDN220028788-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_10_EKDN220028788-1A_H5JF5DSX5_L3/E5_10_EKDN220028788-1A_H5JF5DSX5_L3.srt.dp.bam	7105225.0	7070568.0	985565472.0	981197178.0	144745.3192	215.0	43.6626	0.0291	3.2219	99.51223219532105
E5_12_EKDN220028898-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_12_EKDN220028898-1A_H5JF5DSX5_L3/E5_12_EKDN220028898-1A_H5JF5DSX5_L3.srt.dp.bam	7558825.0	7518624.0	1046197851.0	1041227834.0	142569.7633	209.0	44.6589	0.0308	3.4201	99.4681580801249
E5_13_EKDN220028958-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_13_EKDN220028958-1A_H3V53DSX5_L2/E5_13_EKDN220028958-1A_H3V53DSX5_L2.srt.dp.bam	9672034.0	9622099.0	1336136491.0	1330139664.0	132558.1261	203.0	43.7166	0.0301	4.3679	99.48371769578146
E5_1_EKDN220028170-1A_H57YWDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_1_EKDN220028170-1A_H57YWDSX5_L3/E5_1_EKDN220028170-1A_H57YWDSX5_L3.srt.dp.bam	7965432.0	7926709.0	1116459830.0	1111321007.0	149924.5083	228.0	43.6589	0.0298	3.6498	99.51386189725805
E5_3_EKDN220028304-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_3_EKDN220028304-1A_H3NGLDSX5_L2/E5_3_EKDN220028304-1A_H3NGLDSX5_L2.srt.dp.bam	5501359.0	5468768.0	749996510.0	746624651.0	134071.1887	195.0	43.683	0.0308	2.4518	99.40758274455457
E5_5_EKDN220028448-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_5_EKDN220028448-1A_H5GV5DSX5_L3/E5_5_EKDN220028448-1A_H5GV5DSX5_L3.srt.dp.bam	6136830.0	6107941.0	856150143.0	852109767.0	132566.0285	209.0	43.636	0.0308	2.7988	99.52925207313874
E5_6_EKDN220028521-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_6_EKDN220028521-1A_H3NGLDSX5_L2/E5_6_EKDN220028521-1A_H3NGLDSX5_L2.srt.dp.bam	6842634.0	6811847.0	958254906.0	953897976.0	154778.6201	224.0	43.542	0.0305	3.1326	99.55007092298082
E5_7_EKDN220028583-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_7_EKDN220028583-1A_H3NGLDSX5_L2/E5_7_EKDN220028583-1A_H3NGLDSX5_L2.srt.dp.bam	7669963.0	7623724.0	1062018814.0	1057278154.0	142004.5637	213.0	43.5191	0.03	3.4718	99.39714181150548
E5_8_EKDN220028653-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_8_EKDN220028653-1A_H3V53DSX5_L2/E5_8_EKDN220028653-1A_H3V53DSX5_L2.srt.dp.bam	6642409.0	6601466.0	915054754.0	910897201.0	147977.4275	217.0	43.6122	0.0311	2.9914	99.38361218046043
E5_9_EKDN220028724-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E5_9_EKDN220028724-1A_H5JF5DSX5_L3/E5_9_EKDN220028724-1A_H5JF5DSX5_L3.srt.dp.bam	7228772.0	7189288.0	967880580.0	963328951.0	113257.1727	177.0	43.7175	0.0305	3.1641	99.45379381172901
E6_10_EKDN220028789-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_10_EKDN220028789-1A_H5JF5DSX5_L3/E6_10_EKDN220028789-1A_H5JF5DSX5_L3.srt.dp.bam	6694117.0	6661625.0	931968869.0	927671108.0	145175.4973	220.0	43.7255	0.03	3.0467	99.51461858225663
E6_1_EKDN220028171-1A_H57YWDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_1_EKDN220028171-1A_H57YWDSX5_L3/E6_1_EKDN220028171-1A_H57YWDSX5_L3.srt.dp.bam	7616779.0	7583607.0	1069047176.0	1064023467.0	131367.5689	223.0	44.0831	0.0292	3.4948	99.5644878235275
E6_2_EKDN220028240-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_2_EKDN220028240-1A_H3NGLDSX5_L2/E6_2_EKDN220028240-1A_H3NGLDSX5_L2.srt.dp.bam	6524507.0	6492869.0	914657699.0	910343191.0	161692.2047	231.0	43.7702	0.0306	2.9901	99.515089799122
E6_3_EKDN220028305-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_3_EKDN220028305-1A_H3NGLDSX5_L2/E6_3_EKDN220028305-1A_H3NGLDSX5_L2.srt.dp.bam	10183330.0	10100905.0	1407519026.0	1401024622.0	215806.577	325.0	43.1295	0.0316	4.6013	99.19058893308966
E6_4_EKDN220028382-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_4_EKDN220028382-1A_H5J72DSX5_L1/E6_4_EKDN220028382-1A_H5J72DSX5_L1.srt.dp.bam	6014689.0	5980622.0	835943818.0	832028076.0	153354.4054	222.0	43.7302	0.0311	2.7328	99.43360330018726
E6_5_EKDN220028449-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_5_EKDN220028449-1A_H5GV5DSX5_L3/E6_5_EKDN220028449-1A_H5GV5DSX5_L3.srt.dp.bam	8533895.0	8480320.0	1164403626.0	1158874625.0	118008.8222	186.0	43.8734	0.0313	3.8065	99.37220929013071
E6_6_EKDN220028522-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_6_EKDN220028522-1A_H3NGLDSX5_L2/E6_6_EKDN220028522-1A_H3NGLDSX5_L2.srt.dp.bam	7847606.0	7751290.0	1091579218.0	1086598431.0	158240.295	243.0	44.163	0.0295	3.5685	98.7726702895125
E6_7_EKDN220028584-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_7_EKDN220028584-1A_H3NGLDSX5_L2/E6_7_EKDN220028584-1A_H3NGLDSX5_L2.srt.dp.bam	7339724.0	7302258.0	1006891302.0	1002014206.0	128197.4336	193.0	43.7061	0.0311	3.2916	99.48954483847076
E6_8_EKDN220028654-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_8_EKDN220028654-1A_H3V53DSX5_L2/E6_8_EKDN220028654-1A_H3V53DSX5_L2.srt.dp.bam	8817147.0	8770997.0	1217011593.0	1211144085.0	122612.7596	200.0	43.9097	0.0313	3.9785	99.47658806187535
E6_9_EKDN220028725-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E6_9_EKDN220028725-1A_H5JF5DSX5_L3/E6_9_EKDN220028725-1A_H5JF5DSX5_L3.srt.dp.bam	7872178.0	7835610.0	1089132523.0	1084094327.0	134580.9284	203.0	43.6128	0.03	3.5605	99.53547798334844
E7_10_EKDN220028790-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_10_EKDN220028790-1A_H5JF5DSX5_L3/E7_10_EKDN220028790-1A_H5JF5DSX5_L3.srt.dp.bam	7531854.0	7495894.0	1043158032.0	1038523199.0	140805.0491	210.0	43.8172	0.0287	3.4102	99.52256111177938
E7_11_EKDN220028844-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_11_EKDN220028844-1A_H5J72DSX5_L1/E7_11_EKDN220028844-1A_H5J72DSX5_L1.srt.dp.bam	7798249.0	7755933.0	1094014666.0	1089079786.0	152861.7464	243.0	44.4584	0.0292	3.5764	99.45736536496847
E7_13_EKDN220028959-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_13_EKDN220028959-1A_H5J72DSX5_L2/E7_13_EKDN220028959-1A_H5J72DSX5_L2.srt.dp.bam	9300802.0	9014256.0	1277123690.0	1271111035.0	215123.1733	386.0	43.8776	0.0311	4.175	96.91912589903538
E7_1_EKDN220028172-1A_H57YWDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_1_EKDN220028172-1A_H57YWDSX5_L4/E7_1_EKDN220028172-1A_H57YWDSX5_L4.srt.dp.bam	7728930.0	7691542.0	1081061250.0	1075923064.0	140226.5765	224.0	45.114	0.0301	3.5341	99.5162590423254
E7_2_EKDN220028241-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_2_EKDN220028241-1A_H3NGLDSX5_L2/E7_2_EKDN220028241-1A_H3NGLDSX5_L2.srt.dp.bam	6629483.0	6422743.0	884112511.0	879994288.0	142956.7105	215.0	44.1931	0.0304	2.8902	96.88150644627945
E7_3_EKDN220028306-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_3_EKDN220028306-1A_H3NGLDSX5_L2/E7_3_EKDN220028306-1A_H3NGLDSX5_L2.srt.dp.bam	9475448.0	8987746.0	1234362417.0	1228553529.0	191550.7218	248.0	43.5771	0.0316	4.0352	94.85299270282523
E7_4_EKDN220028383-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_4_EKDN220028383-1A_H5J72DSX5_L1/E7_4_EKDN220028383-1A_H5J72DSX5_L1.srt.dp.bam	8000878.0	7951938.0	1102516745.0	1097258551.0	148677.3523	214.0	43.8848	0.0312	3.6042	99.38831713219474
E7_5_EKDN220028450-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_5_EKDN220028450-1A_H5GV5DSX5_L3/E7_5_EKDN220028450-1A_H5GV5DSX5_L3.srt.dp.bam	7508782.0	7466839.0	1043173220.0	1038230549.0	133250.2009	215.0	43.9873	0.0307	3.4102	99.44141406688861
E7_6_EKDN220028523-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_6_EKDN220028523-1A_H3NGLDSX5_L2/E7_6_EKDN220028523-1A_H3NGLDSX5_L2.srt.dp.bam	7299855.0	7210242.0	1003927693.0	999161350.0	145048.4894	209.0	44.3722	0.0309	3.2819	98.77240027370406
E7_7_EKDN220028585-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_7_EKDN220028585-1A_H3NGLDSX5_L2/E7_7_EKDN220028585-1A_H3NGLDSX5_L2.srt.dp.bam	6724480.0	6690876.0	939567560.0	935312392.0	137732.615	219.0	43.6435	0.0299	3.0715	99.50027362710574
E7_8_EKDN220028655-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E7_8_EKDN220028655-1A_H3V53DSX5_L2/E7_8_EKDN220028655-1A_H3V53DSX5_L2.srt.dp.bam	7046919.0	7008813.0	979039244.0	974670334.0	129534.6115	212.0	44.1949	0.0297	3.2006	99.45925304377701
E8_11_EKDN220028845-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_11_EKDN220028845-1A_H5J72DSX5_L1/E8_11_EKDN220028845-1A_H5J72DSX5_L1.srt.dp.bam	7663413.0	7621533.0	1074756635.0	1069759203.0	166325.4124	252.0	43.5234	0.0303	3.5135	99.45350720364412
E8_13_EKDN220028960-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_13_EKDN220028960-1A_H3VYYDSX5_L2/E8_13_EKDN220028960-1A_H3VYYDSX5_L2.srt.dp.bam	10928875.0	10866061.0	1527579827.0	1520385482.0	146202.2697	242.0	43.7121	0.0297	4.9938	99.42524733790074
E8_1_EKDN220028173-1A_H57YWDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_1_EKDN220028173-1A_H57YWDSX5_L3/E8_1_EKDN220028173-1A_H57YWDSX5_L3.srt.dp.bam	8005250.0	7961740.0	1120837572.0	1115484667.0	150759.9148	245.0	43.7471	0.0301	3.6641	99.45648168389495
E8_2_EKDN220028242-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_2_EKDN220028242-1A_H3NGLDSX5_L2/E8_2_EKDN220028242-1A_H3NGLDSX5_L2.srt.dp.bam	6737879.0	6703279.0	950303063.0	946073762.0	145396.822	245.0	44.3413	0.0284	3.1066	99.48648528713561
E8_4_EKDN220028384-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_4_EKDN220028384-1A_H5J72DSX5_L1/E8_4_EKDN220028384-1A_H5J72DSX5_L1.srt.dp.bam	8040559.0	7993590.0	1106446458.0	1101343986.0	149548.5834	207.0	43.5067	0.0305	3.6171	99.41584907218515
E8_5_EKDN220028451-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_5_EKDN220028451-1A_H5J72DSX5_L2/E8_5_EKDN220028451-1A_H5J72DSX5_L2.srt.dp.bam	6359586.0	6328176.0	886357854.0	882413913.0	141561.2316	212.0	43.9478	0.0293	2.8976	99.50609992537251
E8_6_EKDN220028524-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_6_EKDN220028524-1A_H3NGLDSX5_L2/E8_6_EKDN220028524-1A_H3NGLDSX5_L2.srt.dp.bam	5569587.0	5511005.0	774320955.0	770757684.0	151661.1774	241.0	43.9201	0.0305	2.5313	98.94818053834153
E8_7_EKDN220028586-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_7_EKDN220028586-1A_H3NGLDSX5_L2/E8_7_EKDN220028586-1A_H3NGLDSX5_L2.srt.dp.bam	4752146.0	4728894.0	666207689.0	663108670.0	143622.6533	231.0	43.6198	0.0302	2.1779	99.51070526873544
E8_9_EKDN220028726-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E8_9_EKDN220028726-1A_H5JF5DSX5_L3/E8_9_EKDN220028726-1A_H5JF5DSX5_L3.srt.dp.bam	6401848.0	6355092.0	881865947.0	877734242.0	139453.7073	211.0	43.8242	0.03	2.8829	99.26964838902767
E9_10_EKDN220028791-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_10_EKDN220028791-1A_H5JF5DSX5_L3/E9_10_EKDN220028791-1A_H5JF5DSX5_L3.srt.dp.bam	5003821.0	4980230.0	688734299.0	685559533.0	135954.6855	196.0	43.408	0.0297	2.2515	99.52854028951076
E9_11_EKDN220028846-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_11_EKDN220028846-1A_H5J72DSX5_L1/E9_11_EKDN220028846-1A_H5J72DSX5_L1.srt.dp.bam	6928866.0	6890622.0	962017627.0	957630698.0	148620.485	215.0	43.6829	0.0294	3.1449	99.4480482087545
E9_12_EKDN220028899-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_12_EKDN220028899-1A_H5JF5DSX5_L3/E9_12_EKDN220028899-1A_H5JF5DSX5_L3.srt.dp.bam	9513974.0	9464161.0	1325820157.0	1319566215.0	148306.0731	223.0	43.9171	0.0301	4.3342	99.4764227861039
E9_13_EKDN220028961-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_13_EKDN220028961-1A_H3VYYDSX5_L2/E9_13_EKDN220028961-1A_H3VYYDSX5_L2.srt.dp.bam	8481488.0	8433774.0	1184178856.0	1178771603.0	157097.1791	237.0	43.6276	0.0293	3.8712	99.43743362013835
E9_1_EKDN220028174-1A_H57YWDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_1_EKDN220028174-1A_H57YWDSX5_L3/E9_1_EKDN220028174-1A_H57YWDSX5_L3.srt.dp.bam	6287525.0	6255708.0	878424084.0	874233132.0	149398.3585	227.0	43.9465	0.0302	2.8716	99.49396622677445
E9_2_EKDN220028243-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_2_EKDN220028243-1A_H3NGLDSX5_L2/E9_2_EKDN220028243-1A_H3NGLDSX5_L2.srt.dp.bam	7809665.0	7772080.0	1082062938.0	1076938757.0	137127.6979	209.0	43.7383	0.0304	3.5373	99.51873735941298
E9_4_EKDN220028385-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_4_EKDN220028385-1A_H5J72DSX5_L1/E9_4_EKDN220028385-1A_H5J72DSX5_L1.srt.dp.bam	7746653.0	7708867.0	1064017899.0	1059146742.0	127488.4546	196.0	43.9678	0.0305	3.4784	99.51222805513555
E9_5_EKDN220028452-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_5_EKDN220028452-1A_H5GV5DSX5_L3/E9_5_EKDN220028452-1A_H5GV5DSX5_L3.srt.dp.bam	5466099.0	5436971.0	760424471.0	756772125.0	148138.8836	225.0	43.7281	0.031	2.4859	99.46711539619024
E9_6_EKDN220028525-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_6_EKDN220028525-1A_H3NGLDSX5_L2/E9_6_EKDN220028525-1A_H3NGLDSX5_L2.srt.dp.bam	6352867.0	6308255.0	892961210.0	888688595.0	170436.721	269.0	43.6473	0.0307	2.9192	99.29776587484045
E9_7_EKDN220028587-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_7_EKDN220028587-1A_H3NGLDSX5_L2/E9_7_EKDN220028587-1A_H3NGLDSX5_L2.srt.dp.bam	9420936.0	9373237.0	1318585984.0	1312359961.0	147856.9834	229.0	43.7337	0.0305	4.3106	99.49369149732044
E9_8_EKDN220028656-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_8_EKDN220028656-1A_H3V53DSX5_L2/E9_8_EKDN220028656-1A_H3V53DSX5_L2.srt.dp.bam	6277928.0	6245504.0	873366214.0	869276004.0	143123.4364	226.0	43.8298	0.0311	2.8551	99.48352386328739
E9_9_EKDN220028727-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E9_9_EKDN220028727-1A_H5JF5DSX5_L3/E9_9_EKDN220028727-1A_H5JF5DSX5_L3.srt.dp.bam	6158816.0	6108490.0	834237847.0	830426401.0	117030.5041	186.0	43.9706	0.0292	2.7272	99.18286242030936
F10_10_EKDN220028793-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_10_EKDN220028793-1A_H5JF5DSX5_L3/F10_10_EKDN220028793-1A_H5JF5DSX5_L3.srt.dp.bam	5831498.0	5803540.0	803861326.0	800083086.0	128474.8904	192.0	43.9461	0.03	2.6279	99.52056915735888
F10_11_EKDN220028847-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_11_EKDN220028847-1A_H5J72DSX5_L1/F10_11_EKDN220028847-1A_H5J72DSX5_L1.srt.dp.bam	6940770.0	6607147.0	912993718.0	908565677.0	139522.1059	217.0	44.2676	0.0311	2.9846	95.19328547120853
F10_12_EKDN220028900-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_12_EKDN220028900-1A_H5JF5DSX5_L3/F10_12_EKDN220028900-1A_H5JF5DSX5_L3.srt.dp.bam	7877878.0	7832908.0	1095398898.0	1090494960.0	160465.1915	232.0	43.3281	0.0297	3.5809	99.42916099995456
F10_1_EKDN220028176-1A_H57YWDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_1_EKDN220028176-1A_H57YWDSX5_L3/F10_1_EKDN220028176-1A_H57YWDSX5_L3.srt.dp.bam	8832007.0	8787655.0	1234001800.0	1228183221.0	144203.5021	225.0	43.7776	0.0303	4.034	99.49782648496543
F10_2_EKDN220028245-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_2_EKDN220028245-1A_H3NGLDSX5_L2/F10_2_EKDN220028245-1A_H3NGLDSX5_L2.srt.dp.bam	8666127.0	8623759.0	1209953908.0	1204935626.0	155238.0544	227.0	43.6518	0.0286	3.9554	99.51110801861086
F10_3_EKDN220028308-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_3_EKDN220028308-1A_H3NGLDSX5_L2/F10_3_EKDN220028308-1A_H3NGLDSX5_L2.srt.dp.bam	7000594.0	6714018.0	915860986.0	911580950.0	135830.9646	214.0	44.2395	0.0309	2.994	95.90640451367413
F10_4_EKDN220028386-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_4_EKDN220028386-1A_H5GV5DSX5_L1/F10_4_EKDN220028386-1A_H5GV5DSX5_L1.srt.dp.bam	6126775.0	6096346.0	837457111.0	833522788.0	124340.9218	189.0	43.7909	0.0315	2.7377	99.50334392890224
F10_6_EKDN220028527-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_6_EKDN220028527-1A_H3NGLDSX5_L2/F10_6_EKDN220028527-1A_H3NGLDSX5_L2.srt.dp.bam	8419995.0	8378552.0	1182223758.0	1176619116.0	144568.7594	227.0	43.681	0.0309	3.8648	99.50780255807753
F10_7_EKDN220028589-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_7_EKDN220028589-1A_H3NGLDSX5_L2/F10_7_EKDN220028589-1A_H3NGLDSX5_L2.srt.dp.bam	5888189.0	5854564.0	814251211.0	810452790.0	146465.9261	210.0	43.6064	0.0303	2.6618	99.42894156420591
F10_8_EKDN220028658-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_8_EKDN220028658-1A_H3V53DSX5_L2/F10_8_EKDN220028658-1A_H3V53DSX5_L2.srt.dp.bam	10190130.0	10136756.0	1422945079.0	1416255609.0	143204.5939	228.0	43.7218	0.0309	4.6517	99.47621865471785
F10_9_EKDN220028728-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F10_9_EKDN220028728-1A_H5JF5DSX5_L3/F10_9_EKDN220028728-1A_H5JF5DSX5_L3.srt.dp.bam	7615062.0	7582982.0	1057259641.0	1052620574.0	134525.2967	208.0	43.799	0.0285	3.4563	99.57872962820264
F11_11_EKDN220028848-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/F11_11_EKDN220028848-1A_H5J72DSX5_L1/F11_11_EKDN220028848-1A_H5J72DSX5_L1.srt.dp.bam	4468215.0	4442742.0	627378580.0	624450108.0	172286.5369	270.0	43.6332	0.0303	2.0509	99.42990657343033
