Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
H5_5_EKDN220028477-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_5_EKDN220028477-1A_H5GV5DSX5_L3/H5_5_EKDN220028477-1A_H5GV5DSX5_L3.srt.dp.bam	5035014.0	5010770.0	700523008.0	697205296.0	140631.4336	213.0	43.7672	0.0308	2.2901	99.51849190488845
H5_6_EKDN220028544-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_6_EKDN220028544-1A_H3NGLDSX5_L2/H5_6_EKDN220028544-1A_H3NGLDSX5_L2.srt.dp.bam	8521438.0	8474671.0	1188632811.0	1183231308.0	156087.7296	228.0	43.4757	0.0301	3.8857	99.45118417806947
H5_7_EKDN220028609-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_7_EKDN220028609-1A_H5J72DSX5_L2/H5_7_EKDN220028609-1A_H5J72DSX5_L2.srt.dp.bam	14559908.0	14462380.0	2031489462.0	2022010759.0	160719.5514	238.0	43.8771	0.0301	6.6411	99.33016060266316
H5_8_EKDN220028679-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_8_EKDN220028679-1A_H3V53DSX5_L2/H5_8_EKDN220028679-1A_H3V53DSX5_L2.srt.dp.bam	6371786.0	6339013.0	885886369.0	881735787.0	142832.7725	220.0	43.5756	0.0308	2.896	99.4856544146335
H5_9_EKDN220028748-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_9_EKDN220028748-1A_H5JF5DSX5_L3/H5_9_EKDN220028748-1A_H5JF5DSX5_L3.srt.dp.bam	6890864.0	6861139.0	955965387.0	951357685.0	124388.8353	202.0	43.8685	0.0303	3.1251	99.56863174197024
H6_10_EKDN220028810-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_10_EKDN220028810-1A_H5J72DSX5_L1/H6_10_EKDN220028810-1A_H5J72DSX5_L1.srt.dp.bam	11423530.0	11335926.0	1588109076.0	1580748751.0	216240.7774	341.0	43.2736	0.0315	5.1916	99.23312671302128
H6_12_EKDN220028922-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_12_EKDN220028922-1A_H3VYYDSX5_L2/H6_12_EKDN220028922-1A_H3VYYDSX5_L2.srt.dp.bam	10523348.0	10466663.0	1464659248.0	1458062919.0	147153.8155	214.0	43.6206	0.0288	4.7881	99.46134063037732
H6_1_EKDN220028202-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_1_EKDN220028202-1A_H57WKDSX5_L2/H6_1_EKDN220028202-1A_H57WKDSX5_L2.srt.dp.bam	5978115.0	5936499.0	836153291.0	832136085.0	144213.3816	233.0	44.1732	0.0303	2.7334	99.30386083238612
H6_2_EKDN220028260-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_2_EKDN220028260-1A_H3NGLDSX5_L2/H6_2_EKDN220028260-1A_H3NGLDSX5_L2.srt.dp.bam	7829788.0	7788353.0	1095802689.0	1090720087.0	153653.9292	231.0	43.653	0.0301	3.5823	99.4708030408997
H6_3_EKDN220028330-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_3_EKDN220028330-1A_H3V53DSX5_L2/H6_3_EKDN220028330-1A_H3V53DSX5_L2.srt.dp.bam	9153624.0	9104030.0	1256346443.0	1250305549.0	127225.7481	195.0	43.7417	0.0315	4.1071	99.45820365791734
H6_5_EKDN220028478-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_5_EKDN220028478-1A_H5GV5DSX5_L3/H6_5_EKDN220028478-1A_H5GV5DSX5_L3.srt.dp.bam	6215962.0	6178471.0	858777774.0	854610021.0	132911.535	205.0	43.8831	0.0321	2.8074	99.39685924720904
H6_6_EKDN220028545-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_6_EKDN220028545-1A_H3NGLDSX5_L2/H6_6_EKDN220028545-1A_H3NGLDSX5_L2.srt.dp.bam	8539551.0	8497064.0	1185089941.0	1180217955.0	135655.5763	212.0	44.087	0.0275	3.8741	99.50246798690002
H6_7_EKDN220028610-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_7_EKDN220028610-1A_H5J72DSX5_L2/H6_7_EKDN220028610-1A_H5J72DSX5_L2.srt.dp.bam	5757987.0	5339185.0	699243346.0	696072943.0	120088.4175	192.0	43.6599	0.0295	2.2859	92.72659003919252
H6_9_EKDN220028749-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H6_9_EKDN220028749-1A_H5JF5DSX5_L3/H6_9_EKDN220028749-1A_H5JF5DSX5_L3.srt.dp.bam	7164222.0	7131485.0	996261373.0	992083348.0	134783.4362	209.0	43.5408	0.028	3.2569	99.54304877766211
H7_10_EKDN220028811-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H7_10_EKDN220028811-1A_H5J72DSX5_L1/H7_10_EKDN220028811-1A_H5J72DSX5_L1.srt.dp.bam	8563981.0	8518701.0	1179694233.0	1174294731.0	149313.3219	207.0	43.6757	0.0311	3.8565	99.471273932065
H7_11_EKDN220028867-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H7_11_EKDN220028867-1A_H5J72DSX5_L1/H7_11_EKDN220028867-1A_H5J72DSX5_L1.srt.dp.bam	9418728.0	9344667.0	1306370059.0	1300353295.0	148773.1108	226.0	46.391	0.0298	4.2706	99.21368363116548
H7_13_EKDN220028976-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H7_13_EKDN220028976-1A_H5J72DSX5_L2/H7_13_EKDN220028976-1A_H5J72DSX5_L2.srt.dp.bam	10459924.0	10380272.0	1465672721.0	1458795836.0	221997.1455	378.0	43.3481	0.0312	4.7914	99.23850307134163
H7_1_EKDN220028203-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H7_1_EKDN220028203-1A_H57WKDSX5_L2/H7_1_EKDN220028203-1A_H57WKDSX5_L2.srt.dp.bam	6080219.0	6050622.0	847787782.0	843677174.0	132357.7453	213.0	46.5899	0.0305	2.7715	99.51322477035778
H7_5_EKDN220028479-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H7_5_EKDN220028479-1A_H5J72DSX5_L2/H7_5_EKDN220028479-1A_H5J72DSX5_L2.srt.dp.bam	5676133.0	5648832.0	789202986.0	785483280.0	141991.2342	210.0	43.5514	0.0304	2.58	99.51902113639692
H7_6_EKDN220028546-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H7_6_EKDN220028546-1A_H3NGLDSX5_L2/H7_6_EKDN220028546-1A_H3NGLDSX5_L2.srt.dp.bam	7081531.0	7046324.0	993025688.0	988393760.0	144000.3815	233.0	45.9438	0.03	3.2463	99.50283349744568
H7_8_EKDN220028680-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H7_8_EKDN220028680-1A_H3V53DSX5_L2/H7_8_EKDN220028680-1A_H3V53DSX5_L2.srt.dp.bam	8763401.0	8716550.0	1219121457.0	1213381601.0	146527.6923	227.0	43.6251	0.0309	3.9854	99.46537879528735
H8_10_EKDN220028812-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H8_10_EKDN220028812-1A_H5J72DSX5_L1/H8_10_EKDN220028812-1A_H5J72DSX5_L1.srt.dp.bam	6380911.0	6346029.0	885328393.0	881134325.0	148077.1048	224.0	43.7302	0.0307	2.8942	99.4533382459025
H8_11_EKDN220028868-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H8_11_EKDN220028868-1A_H5J72DSX5_L1/H8_11_EKDN220028868-1A_H5J72DSX5_L1.srt.dp.bam	8102414.0	8064539.0	1132963020.0	1127839240.0	144385.6589	229.0	46.6275	0.029	3.7037	99.53254672002689
H8_13_EKDN220028977-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H8_13_EKDN220028977-1A_H3V53DSX5_L2/H8_13_EKDN220028977-1A_H3V53DSX5_L2.srt.dp.bam	11386159.0	11104687.0	1558695320.0	1551582318.0	173264.926	264.0	44.1015	0.0309	5.0955	97.52794599126887
H8_1_EKDN220028204-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H8_1_EKDN220028204-1A_H57WKDSX5_L1/H8_1_EKDN220028204-1A_H57WKDSX5_L1.srt.dp.bam	7059289.0	6529621.0	918026517.0	914249610.0	187376.5816	353.0	44.6366	0.028	3.0011	92.49686476924234
H8_3_EKDN220028331-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H8_3_EKDN220028331-1A_H3V53DSX5_L2/H8_3_EKDN220028331-1A_H3V53DSX5_L2.srt.dp.bam	7587386.0	7551805.0	1047908770.0	1043080411.0	131435.2497	201.0	43.6939	0.0307	3.4257	99.53105061479671
H8_4_EKDN220028403-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H8_4_EKDN220028403-1A_H5J72DSX5_L1/H8_4_EKDN220028403-1A_H5J72DSX5_L1.srt.dp.bam	7048727.0	6964523.0	960871992.0	956263729.0	145790.0698	207.0	44.1112	0.0312	3.1412	98.80540131572694
H8_8_EKDN220028681-1A_H3YFWDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H8_8_EKDN220028681-1A_H3YFWDSX5_L2/H8_8_EKDN220028681-1A_H3YFWDSX5_L2.srt.dp.bam	7577416.0	7536034.0	1056615146.0	1051732426.0	151556.86	232.0	43.591	0.0306	3.4542	99.45387715284471
H9_10_EKDN220028813-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_10_EKDN220028813-1A_H5J72DSX5_L1/H9_10_EKDN220028813-1A_H5J72DSX5_L1.srt.dp.bam	6554987.0	6523329.0	914583111.0	910251230.0	144499.901	218.0	43.7769	0.0303	2.9898	99.51703946933839
H9_11_EKDN220028869-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_11_EKDN220028869-1A_H5J72DSX5_L1/H9_11_EKDN220028869-1A_H5J72DSX5_L1.srt.dp.bam	9684741.0	9638733.0	1353063349.0	1346657257.0	155115.8955	224.0	43.7666	0.0306	4.4233	99.5249434135616
H9_12_EKDN220028923-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_12_EKDN220028923-1A_H5J72DSX5_L2/H9_12_EKDN220028923-1A_H5J72DSX5_L2.srt.dp.bam	9381474.0	9336363.0	1308337710.0	1302325541.0	144657.511	217.0	43.791	0.03	4.2771	99.51914805711768
H9_13_EKDN220028978-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_13_EKDN220028978-1A_H3VYYDSX5_L2/H9_13_EKDN220028978-1A_H3VYYDSX5_L2.srt.dp.bam	10484080.0	10413204.0	1470129226.0	1463407742.0	235171.6164	368.0	43.1194	0.0301	4.806	99.3239654790883
H9_1_EKDN220028205-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_1_EKDN220028205-1A_H57WKDSX5_L1/H9_1_EKDN220028205-1A_H57WKDSX5_L1.srt.dp.bam	7315234.0	7274116.0	1019413962.0	1014682656.0	138131.4529	218.0	43.9645	0.03	3.3325	99.43791271748792
H9_2_EKDN220028261-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_2_EKDN220028261-1A_H3NGLDSX5_L2/H9_2_EKDN220028261-1A_H3NGLDSX5_L2.srt.dp.bam	8130944.0	8087239.0	1135478871.0	1130205329.0	145355.4071	231.0	43.5578	0.0306	3.712	99.46248553673472
H9_3_EKDN220028332-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_3_EKDN220028332-1A_H3V53DSX5_L2/H9_3_EKDN220028332-1A_H3V53DSX5_L2.srt.dp.bam	9767933.0	9719730.0	1352653762.0	1346282148.0	130275.8525	202.0	43.7091	0.0311	4.4219	99.50651790916257
H9_4_EKDN220028404-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_4_EKDN220028404-1A_H5J72DSX5_L1/H9_4_EKDN220028404-1A_H5J72DSX5_L1.srt.dp.bam	7508437.0	7464679.0	1041093294.0	1036136011.0	145839.7955	220.0	43.9016	0.0315	3.4034	99.41721559360491
H9_5_EKDN220028480-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_5_EKDN220028480-1A_H5J72DSX5_L2/H9_5_EKDN220028480-1A_H5J72DSX5_L2.srt.dp.bam	6709495.0	6673910.0	931170112.0	926714842.0	142158.4533	213.0	43.6396	0.0304	3.0441	99.46963221524123
H9_6_EKDN220028547-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_6_EKDN220028547-1A_H3NGLDSX5_L2/H9_6_EKDN220028547-1A_H3NGLDSX5_L2.srt.dp.bam	8791573.0	8747450.0	1233982165.0	1228298988.0	149368.204	242.0	44.3303	0.0305	4.034	99.49812166719198
H9_8_EKDN220028682-1A_H3YFWDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_8_EKDN220028682-1A_H3YFWDSX5_L2/H9_8_EKDN220028682-1A_H3YFWDSX5_L2.srt.dp.bam	6686597.0	6653446.0	932576303.0	928234119.0	137274.5851	224.0	44.1728	0.0303	3.0487	99.5042171675667
H9_9_EKDN220028750-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H9_9_EKDN220028750-1A_H5JF5DSX5_L3/H9_9_EKDN220028750-1A_H5JF5DSX5_L3.srt.dp.bam	8028694.0	7988205.0	1111303589.0	1106017301.0	134816.5943	201.0	43.728	0.0303	3.6329	99.4956963112556
bf_1019_1_FKDN220233822-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_1019_1_FKDN220233822-1A_HN5M2DSX3_L2/bf_1019_1_FKDN220233822-1A_HN5M2DSX3_L2.srt.dp.bam	8394850.0	8288105.0	1172507581.0	1167148274.0	210782.5551	291.0	43.7157	0.0298	3.833	98.72844660714605
bf_1019_4_FKDN220233821-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_1019_4_FKDN220233821-1A_HN5M2DSX3_L2/bf_1019_4_FKDN220233821-1A_HN5M2DSX3_L2.srt.dp.bam	8117926.0	8070319.0	1143816062.0	1138488914.0	190206.0572	283.0	43.7097	0.03	3.7392	99.41355710805936
bf_1019_6_FKDN220233820-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_1019_6_FKDN220233820-1A_HN5M2DSX3_L2/bf_1019_6_FKDN220233820-1A_HN5M2DSX3_L2.srt.dp.bam	9854019.0	9785442.0	1379310315.0	1372794900.0	209962.3987	309.0	43.2575	0.0305	4.5091	99.30407075529284
bf_123a_10_FKDN220233792-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_10_FKDN220233792-1A_HN5M2DSX3_L2/bf_123a_10_FKDN220233792-1A_HN5M2DSX3_L2.srt.dp.bam	9041179.0	8954248.0	1267318125.0	1261580421.0	212815.173	300.0	43.2906	0.0296	4.143	99.03849929306786
bf_123a_11_FKDN220233810-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_11_FKDN220233810-1A_HN5M2DSX3_L2/bf_123a_11_FKDN220233810-1A_HN5M2DSX3_L2.srt.dp.bam	9393466.0	9041754.0	1269105802.0	1263300763.0	173273.989	274.0	44.3304	0.0294	4.1488	96.25578034774385
bf_123a_15_FKDN220233811-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_15_FKDN220233811-1A_HN5M2DSX3_L2/bf_123a_15_FKDN220233811-1A_HN5M2DSX3_L2.srt.dp.bam	8749211.0	8273983.0	1164837620.0	1159306001.0	227480.9344	302.0	43.2748	0.0307	3.8079	94.5683330759768
bf_123a_16_FKDN220233793-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_16_FKDN220233793-1A_HN5M2DSX3_L2/bf_123a_16_FKDN220233793-1A_HN5M2DSX3_L2.srt.dp.bam	7756055.0	7611621.0	1080048351.0	1075014952.0	216240.5333	303.0	43.1761	0.0304	3.5308	98.1377904102021
bf_123a_17_FKDN220233791-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_17_FKDN220233791-1A_HN5M2DSX3_L2/bf_123a_17_FKDN220233791-1A_HN5M2DSX3_L2.srt.dp.bam	10307316.0	10112424.0	1425542012.0	1418994678.0	233795.4795	289.0	46.6181	0.0298	4.6602	98.10918768765798
bf_123a_18_FKDN220233789-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_18_FKDN220233789-1A_HN5M2DSX3_L2/bf_123a_18_FKDN220233789-1A_HN5M2DSX3_L2.srt.dp.bam	4500921.0	4465778.0	631263647.0	628321624.0	237129.1484	318.0	43.0531	0.0309	2.0636	99.2192042473085
bf_123a_2_FKDN220233813-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_2_FKDN220233813-1A_HN5M2DSX3_L2/bf_123a_2_FKDN220233813-1A_HN5M2DSX3_L2.srt.dp.bam	8530388.0	8470607.0	1196412082.0	1190926845.0	188708.1733	270.0	43.6461	0.0292	3.9112	99.29919952058452
bf_123a_3_FKDN220233790-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_3_FKDN220233790-1A_HN5M2DSX3_L2/bf_123a_3_FKDN220233790-1A_HN5M2DSX3_L2.srt.dp.bam	9226156.0	9117938.0	1269667450.0	1263612911.0	206657.9505	251.0	43.4832	0.0309	4.1506	98.8270521330877
bf_123a_4_FKDN220233809-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_4_FKDN220233809-1A_HN5M2DSX3_L2/bf_123a_4_FKDN220233809-1A_HN5M2DSX3_L2.srt.dp.bam	7203431.0	6680667.0	934770330.0	930274684.0	217053.0852	249.0	43.5812	0.0304	3.0558	92.74284712382197
bf_123a_5_FKDN220233812-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_5_FKDN220233812-1A_HN5M2DSX3_L2/bf_123a_5_FKDN220233812-1A_HN5M2DSX3_L2.srt.dp.bam	12282778.0	12140436.0	1715233778.0	1707501588.0	243672.2375	320.0	43.0855	0.0299	5.6072	98.84112535454112
bf_133_2_FKDN220233788-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_133_2_FKDN220233788-1A_HN5M2DSX3_L2/bf_133_2_FKDN220233788-1A_HN5M2DSX3_L2.srt.dp.bam	9902638.0	9805705.0	1385345570.0	1378979919.0	238983.1386	302.0	43.2951	0.0304	4.5288	99.021139619564
bf_134_5_FKDN220233805-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_134_5_FKDN220233805-1A_HN5M2DSX3_L2/bf_134_5_FKDN220233805-1A_HN5M2DSX3_L2.srt.dp.bam	7972901.0	7924501.0	1122616176.0	1117255264.0	191025.916	284.0	43.5178	0.0306	3.6699	99.39294367257288
bf_134_6_FKDN220233808-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_134_6_FKDN220233808-1A_HN5M2DSX3_L2/bf_134_6_FKDN220233808-1A_HN5M2DSX3_L2.srt.dp.bam	8957451.0	8896094.0	1250255050.0	1244540213.0	193575.4276	267.0	43.3445	0.0303	4.0872	99.31501718513448
bf_28a_10_FKDN220233823-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_10_FKDN220233823-1A_HN5M2DSX3_L2/bf_28a_10_FKDN220233823-1A_HN5M2DSX3_L2.srt.dp.bam	9626775.0	9564633.0	1349595055.0	1343239717.0	207646.1626	284.0	43.4828	0.0306	4.4119	99.35448787366485
bf_28a_2_FKDN220233801-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_2_FKDN220233801-1A_HN5M2DSX3_L2/bf_28a_2_FKDN220233801-1A_HN5M2DSX3_L2.srt.dp.bam	8974030.0	8892809.0	1248919875.0	1243097466.0	246967.8159	284.0	43.1183	0.0308	4.0828	99.0949328228232
bf_28a_3_FKDN220233799-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_3_FKDN220233799-1A_HN5M2DSX3_L2/bf_28a_3_FKDN220233799-1A_HN5M2DSX3_L2.srt.dp.bam	7604207.0	7549192.0	1063436926.0	1058361850.0	230161.1551	285.0	43.5018	0.031	3.4765	99.27651890591616
bf_28a_6_FKDN220233819-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_6_FKDN220233819-1A_HN5M2DSX3_L2/bf_28a_6_FKDN220233819-1A_HN5M2DSX3_L2.srt.dp.bam	8489756.0	8413124.0	1183684526.0	1178196324.0	231273.2795	309.0	43.435	0.0309	3.8696	99.09735921739093
bf_28a_7_FKDN220233803-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_7_FKDN220233803-1A_HN5M2DSX3_L2/bf_28a_7_FKDN220233803-1A_HN5M2DSX3_L2.srt.dp.bam	8360115.0	8292196.0	1166235019.0	1160817430.0	240493.0986	297.0	43.2894	0.0308	3.8125	99.18758294592837
bf_28a_8_FKDN220233802-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_8_FKDN220233802-1A_HN5M2DSX3_L2/bf_28a_8_FKDN220233802-1A_HN5M2DSX3_L2.srt.dp.bam	8666867.0	8603257.0	1214529959.0	1208770464.0	213218.6083	288.0	43.4849	0.0309	3.9704	99.26605542694955
bf_28a_9_FKDN220233800-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_9_FKDN220233800-1A_HN5M2DSX3_L2/bf_28a_9_FKDN220233800-1A_HN5M2DSX3_L2.srt.dp.bam	9059503.0	8990774.0	1267276735.0	1261597214.0	235328.2381	294.0	43.1197	0.0304	4.1428	99.24136014966825
bf_418_1_FKDN220233814-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_418_1_FKDN220233814-1A_HN5M2DSX3_L2/bf_418_1_FKDN220233814-1A_HN5M2DSX3_L2.srt.dp.bam	8565797.0	8502540.0	1204612620.0	1198896624.0	214007.8437	325.0	43.2382	0.0304	3.938	99.26151647067985
bf_424_1_FKDN220233817-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_424_1_FKDN220233817-1A_HN5M2DSX3_L2/bf_424_1_FKDN220233817-1A_HN5M2DSX3_L2.srt.dp.bam	9561100.0	9495263.0	1343556331.0	1337328893.0	209120.721	299.0	43.3952	0.0299	4.3922	99.31140768321637
bf_424_3_FKDN220233818-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_424_3_FKDN220233818-1A_HN5M2DSX3_L2/bf_424_3_FKDN220233818-1A_HN5M2DSX3_L2.srt.dp.bam	10909930.0	10719008.0	1506577553.0	1499581249.0	205298.7015	280.0	44.0414	0.0301	4.9251	98.25001626958193
bf_424_5_FKDN220233796-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_424_5_FKDN220233796-1A_HN5M2DSX3_L2/bf_424_5_FKDN220233796-1A_HN5M2DSX3_L2.srt.dp.bam	10535987.0	10451660.0	1482347407.0	1475656853.0	220393.0413	300.0	43.2369	0.0295	4.8459	99.19962885299688
bf_427_1_FKDN220233815-1A_HN5M2DSX3_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_427_1_FKDN220233815-1A_HN5M2DSX3_L2/bf_427_1_FKDN220233815-1A_HN5M2DSX3_L2.srt.dp.bam	10981582.0	10777921.0	1521092483.0	1514043475.0	226406.5531	331.0	43.41	0.0302	4.9726	98.14543114097768
