bamorder,sample_name,sample_metadata_id,collection_date,village,method,sample,species,conc_ng_ul,estimated_total_ng,well,cluster,lat,long,month,year,treated
433,D4_3,D4_3,02/09/2015,BAMAKO,CDC,107b-16,gambiae,2.7824,1391.2,D4,20,10.49796,-4.46115,9,2015,1
434,D4_4,D4_4,07/09/2015,DASSORPIRE,CDC,119-6,gambiae,1.8416,920.8,D4,12,10.67426,-4.59349,9,2015,1
435,D4_5,D4_5,01/09/2014,MOSSIBOUGOU,CDC,106a-8,gambiae,4.3616,2180.8,D4,10,10.69726,-4.44495,9,2014,1
436,D4_8,D4_8,19/09/2014,KOFLANDE,CDC,209-4,gambiae,4.4864,2243.2,D4,37,10.23163,-4.4324,9,2014,0
437,D4_9,D4_9,06/11/2014,BAMAKO,CDC,1858-1,gambiae,5.2916,2645.8,D4,20,10.49796,-4.46115,11,2014,0
438,D5_12,D5_12,12/07/2015,KANKOUNABA II,CDC,024-4,gambiae,6.5696,3284.8,D5,1,10.58465,-4.54745,7,2015,1
439,D5_13,D5_13,16/07/2015,SOBARA II,CDC,029-14,gambiae,3.066,1533,D5,3,10.25882,-4.41593,7,2015,1
440,D5_1,D5_1,25/07/2014,KOFING,CDC,51a-15,gambiae,2.25,1126.4,D5,9,10.20378,-4.39405,7,2014,1
441,D5_3,D5_3,02/09/2015,FRIGARA,CDC,108-3,gambiae,5.3848,2692.4,D5,20,10.49796,-4.46115,9,2015,1
442,D5_4,D5_4,07/09/2015,DASSORPIRE,CDC,119-14,gambiae,3.3584,1679.2,D5,12,10.67426,-4.59349,9,2015,1
443,D5_5,D5_5,01/09/2014,MOSSIBOUGOU,CDC,106a-16,gambiae,1.7192,859.6,D5,10,10.69726,-4.44495,9,2014,1
444,D5_6,D5_6,08/09/2014,TIEFORA II,CDC,132a-5,gambiae,2.51,1256.6,D5,11,10.66015,-4.51636,9,2014,1
445,D5_8,D5_8,19/09/2014,KOFLANDE,CDC,209-12,gambiae,3.492,1746,D5,37,10.23163,-4.4324,9,2014,0
446,D5_9,D5_9,10/11/2014,PONT MAURICE,CDC,360-2,gambiae,3.308,1654,D5,11,10.66015,-4.51636,11,2014,1
447,D6_10,D6_10,11/09/2015,LOMBO,CDC,136-2,gambiae,8.232,4116,D6,18,10.07051,-4.30001,9,2015,1
448,D6_12,D6_12,12/07/2015,KANKOUNABA II,CDC,024-12,gambiae,7.8912,3945.6,D6,1,10.58465,-4.54745,7,2015,1
449,D6_1,D6_1,30/07/2014,KANKOUNADENI,CDC,53a-3,gambiae,1.68,840.4,D6,36,10.48214,-4.61734,7,2014,0
450,D6_2,D6_2,09/11/2015,PONT MAURICE,CDC,310-2,gambiae,3.93,1965.8,D6,11,10.66015,-4.51636,11,2015,1
451,D6_3,D6_3,03/09/2015,KANGOUNABA I,CDC,109-6,gambiae,1.8328,916.4,D6,1,10.58465,-4.54745,9,2015,1
452,D6_4,D6_4,07/09/2015,TIEFORA II,CDC,123b-5,gambiae,5.0152,2507.6,D6,11,10.66015,-4.51636,9,2015,1
453,D6_5,D6_5,03/09/2014,BOUNOUMBA,CDC,111a-1,gambiae,3.8244,1912.2,D6,4,10.31913,-4.38869,9,2014,1
454,D6_6,D6_6,08/09/2014,TIEFORA II,CDC,132a-13,gambiae,0.98,490.2,D6,11,10.66015,-4.51636,9,2014,1
455,D6_7,D6_7,12/09/2014,LOMBO,CDC,34-4,gambiae,4.0272,2013.6,D6,18,10.07051,-4.30001,9,2014,1
456,D6_8,D6_8,19/09/2014,KOFLANDE,CDC,209-20,gambiae,2.3408,1170.4,D6,37,10.23163,-4.4324,9,2014,0
457,D6_9,D6_9,10/11/2014,PONT MAURICE,CDC,360-10,gambiae,8.2284,4114.2,D6,11,10.66015,-4.51636,11,2014,1
458,D7_10,D7_10,11/09/2015,LOMBO,CDC,136-10,gambiae,5.2176,2608.8,D7,18,10.07051,-4.30001,9,2015,1
459,D7_13,D7_13,24/07/2015,BAKARIDJAN II,CDC,912-1,gambiae,2.5452,1272.6,D7,9,10.20378,-4.39405,7,2015,1
460,D7_2,D7_2,09/11/2015,PONT MAURICE,CDC,310-10,gambiae,2.82,1408.2,D7,11,10.66015,-4.51636,11,2015,1
461,D7_3,D7_3,03/09/2015,KANGOUNABA I,CDC,111b-1,gambiae,3.2824,1641.2,D7,1,10.58465,-4.54745,9,2015,1
462,D7_4,D7_4,07/09/2015,TIEFORA II,CDC,123b-13,gambiae,3.784,1892,D7,11,10.66015,-4.51636,9,2015,1
463,D7_5,D7_5,03/09/2014,BOUNOUMBA,CDC,112a-2,gambiae,6.3692,3184.6,D7,4,10.31913,-4.38869,9,2014,1
464,D7_6,D7_6,08/09/2014,TIEFORA II,CDC,132a-21,gambiae,1.66,828.8,D7,11,10.66015,-4.51636,9,2014,1
465,D7_7,D7_7,12/09/2014,LOMBO,CDC,34-12,gambiae,4.9768,2488.4,D7,18,10.07051,-4.30001,9,2014,1
466,D7_8,D7_8,23/09/2014,KANKOUNADENI,CDC,223-7,gambiae,2.696,1348,D7,36,10.48214,-4.61734,9,2014,0
467,D7_9,D7_9,10/11/2014,PONT MAURICE,CDC,360-18,gambiae,10.4812,5240.6,D7,11,10.66015,-4.51636,11,2014,1
468,D8_10,D8_10,11/09/2015,LOMBO,CDC,136-18,gambiae,1.2924,646.2,D8,18,10.07051,-4.30001,9,2015,1
469,D8_11,D8_11,07/07/2015,KANKOUNADENI,CDC,524-2,gambiae,3.84,1920,D8,36,10.48214,-4.61734,7,2015,0
470,D8_13,D8_13,24/07/2015,BAKARIDJAN I,CDC,905-1,gambiae,3.1256,1562.8,D8,9,10.20378,-4.39405,7,2015,1
471,D8_1,D8_1,30/07/2014,KANKOUNADENI,CDC,285-2,gambiae,1.43,714.4,D8,36,10.48214,-4.61734,7,2014,0
472,D8_2,D8_2,09/11/2015,TIEFORA II,CDC,3612-2,gambiae,3.44,1719,D8,11,10.66015,-4.51636,11,2015,1
473,D8_4,D8_4,07/09/2015,TIEFORA II,CDC,125-5,gambiae,2.9928,1496.4,D8,11,10.66015,-4.51636,9,2015,1
474,D8_6,D8_6,08/09/2014,SANHOUNOU,CDC,135-7,gambiae,2.47,1236,D8,12,10.67426,-4.59349,9,2014,1
475,D8_9,D8_9,10/09/2015,KOFING,CDC,128-8,gambiae,8.3616,4180.8,D8,9,10.20378,-4.39405,9,2015,1
476,D9_10,D9_10,16/09/2015,SISRANKA,CDC,139b-8,gambiae,3.1712,1585.6,D9,29,10.40929,-4.61967,9,2015,0
477,D9_11,D9_11,07/07/2015,KANKOUNADENI,CDC,522-1,gambiae,5.8496,2924.8,D9,36,10.48214,-4.61734,7,2015,0
478,D9_12,D9_12,14/07/2015,SANHOUROU,CDC,028-3,gambiae,3.5928,1796.4,D9,12,10.67426,-4.59349,7,2015,1
479,D9_13,D9_13,24/07/2015,KOFLANDE,CDC,920-1,gambiae,3.5488,1774.4,D9,37,10.23163,-4.4324,7,2015,0
480,D9_1,D9_1,15/08/2014,LOMBO,CDC,503-1,gambiae,2.52,1259.6,D9,18,10.07051,-4.30001,8,2014,0
481,D9_2,D9_2,09/11/2015,DASSORPIRE,CDC,311-7,gambiae,5.55,2772.6,D9,12,10.67426,-4.59349,11,2015,1
482,D9_4,D9_4,09/09/2015,BOUSSANRA I,CDC,126-6,gambiae,2.1344,1067.2,D9,26,10.50926,-4.57797,9,2015,1
483,D9_5,D9_5,03/09/2014,FRIGARA,CDC,113a-6,gambiae,8.408,4204,D9,20,10.49796,-4.46115,9,2014,0
484,D9_6,D9_6,08/09/2014,SANHOUNOU,CDC,135-15,gambiae,3.31,1656.6,D9,12,10.67426,-4.59349,9,2014,1
485,D9_9,D9_9,10/09/2015,KOFLANDE,CDC,129-3,gambiae,5.0964,2548.2,D9,37,10.23163,-4.4324,9,2015,1
486,E10_10,E10_10,16/09/2015,BOULO-KOMARA,CDC,141-6,gambiae,1.336,668,E10,29,10.40929,-4.61967,9,2015,0
487,E10_11,E10_11,07/07/2015,BOUSSANRA I,CDC,020-6,gambiae,3.5096,1754.8,E10,26,10.50926,-4.57797,7,2015,1
488,E10_1,E10_1,15/08/2014,LOMBO,CDC,514-2,gambiae,2.08,1039.6,E10,18,10.07051,-4.30001,8,2014,0
489,E10_2,E10_2,09/11/2015,DASSORPIRE,CDC,311-16,gambiae,3.17,1586,E10,12,10.67426,-4.59349,11,2015,1
490,E10_3,E10_3,03/09/2015,NATIERA,CDC,113b-7,gambiae,1.4024,701.2,E10,10,10.69726,-4.44495,9,2015,1
491,E10_4,E10_4,09/09/2015,BOUSSANRA I,CDC,126-15,gambiae,1.3592,679.6,E10,26,10.50926,-4.57797,9,2015,1
492,E10_5,E10_5,03/09/2014,FRIGARA,CDC,113a-15,gambiae,3.0664,1533.2,E10,20,10.49796,-4.46115,9,2014,0
493,E10_6,E10_6,17/09/2014,SISRANKA,CDC,171-4,gambiae,2.13,1067.4,E10,29,10.40929,-4.61967,9,2014,0
494,E10_7,E10_7,12/09/2014,DANDOUGOU,CDC,41a-9,gambiae,2.3344,1167.2,E10,2,10.10211,-4.3382,9,2014,1
495,E10_8,E10_8,04/11/2014,KOFING,CDC,1826-5,gambiae,3.9128,1956.4,E10,9,10.20378,-4.39405,11,2014,1
496,E10_9,E10_9,10/09/2015,BOUNOUBA,CDC,132b-1,gambiae,9.8632,4931.6,E10,39,10.26145,-4.36408,9,2015,1
497,E1_10,E1_10,10/09/2015,BOUNOUBA,CDC,131-5,gambiae,6.9572,3478.6,E1,39,10.26145,-4.36408,9,2015,1
498,E11_11,E11_11,07/07/2015,BOUSSANRA I,CDC,618-1,gambiae,5.35,2675,E11,26,10.50926,-4.57797,7,2015,1
499,E11_1,E11_1,15/08/2014,LOMBO,CDC,515-4,gambiae,2.41,1203.2,E11,18,10.07051,-4.30001,8,2014,0
500,E11_2,E11_2,16/09/2015,SISRANKA,CDC,140-3,gambiae,1.87,934.6,E11,29,10.40929,-4.61967,9,2015,0
501,E11_3,E11_3,07/09/2015,SANHOUNOU,CDC,122-4,gambiae,2.8312,1415.6,E11,12,10.67426,-4.59349,9,2015,1
502,E11_4,E11_4,10/09/2015,KOFLANDE,CDC,130-4,gambiae,2.02,1010,E11,37,10.23163,-4.4324,9,2015,1
503,E11_5,E11_5,19/09/2014,BOLOMAKOTE,CDC,1167-4,gambiae,2.5404,1270.2,E11,9,10.20378,-4.39405,9,2014,1
504,E11_6,E11_6,17/09/2014,SISRANKA,CDC,171-12,gambiae,4.36,2182.4,E11,29,10.40929,-4.61967,9,2014,0
505,E11_7,E11_7,12/09/2014,DANDOUGOU,CDC,41a-17,gambiae,2.9656,1482.8,E11,2,10.10211,-4.3382,9,2014,1
506,E1_2,E1_2,02/11/2015,KANKOUNABA II,CDC,302-5,gambiae,2.79,1395.2,E1,1,10.58465,-4.54745,11,2015,1
507,E1_3,E1_3,02/09/2015,YABLE I,CDC,106b-5,gambiae,3.4096,1704.8,E1,4,10.31913,-4.38869,9,2015,1
508,E1_4,E1_4,04/09/2015,SOBARA III,CDC,114-5,gambiae,3.8392,1919.6,E1,3,10.25882,-4.41593,9,2015,1
509,E1_5,E1_5,01/09/2014,KANGOUNABA II,CDC,104a-5,gambiae,3.0988,1549.4,E1,1,10.58465,-4.54745,9,2014,1
510,E1_6,E1_6,03/09/2014,BAMAKO,CDC,117-5,gambiae,2.68,1341,E1,20,10.49796,-4.46115,9,2014,0
511,E1_8,E1_8,17/09/2014,SISRANKA,CDC,170-5,gambiae,5.2308,2615.4,E1,29,10.40929,-4.61967,9,2014,0
512,E2_10,E2_10,10/09/2015,BOUNOUBA,CDC,131-13,gambiae,4.6328,2316.4,E2,39,10.26145,-4.36408,9,2015,1
513,E2_11,E2_11,01/07/2015,PRIFONA,CDC,451-2,gambiae,3.2596,1629.8,E2,20,10.49796,-4.46115,7,2015,1
514,E2_13,E2_13,14/07/2015,TIEFORA II,CDC,027-1,gambiae,8.0796,4039.8,E2,11,10.66015,-4.51636,7,2015,1
515,E2_14,E2_14,10/09/2015,BOLOMAKOTE,CDC,157-13,gambiae,6.1876,3093.8,E2,9,10.20378,-4.39405,9,2015,1
516,E2_1,E2_1,23/07/2014,SAKORA I,CDC,238-3,gambiae,2.23,1116.8,E2,29,10.40929,-4.61967,7,2014,0
517,E2_2,E2_2,02/11/2015,KANKOUNABA II,CDC,302-13,gambiae,1.5,748.4,E2,1,10.58465,-4.54745,11,2015,1
518,E2_4,E2_4,04/09/2015,SOBARA III,CDC,114-13,gambiae,2.1456,1072.8,E2,3,10.25882,-4.41593,9,2015,1
519,E2_5,E2_5,01/09/2014,KANGOUNABA II,CDC,104a-13,gambiae,1.3624,681.2,E2,1,10.58465,-4.54745,9,2014,1
520,E2_7,E2_7,09/09/2014,BOUSSANRA I,CDC,139a-13,gambiae,5.036,2518,E2,26,10.50926,-4.57797,9,2014,0
521,E2_8,E2_8,19/09/2014,BOLOMAKOTE,CDC,195-4,gambiae,3.3532,1676.6,E2,9,10.20378,-4.39405,9,2014,1
522,E2_9,E2_9,05/11/2014,NATIERA,CDC,357-4,gambiae,9.3784,4689.2,E2,10,10.69726,-4.44495,11,2014,1
523,E3_11,E3_11,01/07/2015,BAMAKO,CDC,017-8,gambiae,7.936,3968,E3,20,10.49796,-4.46115,7,2015,1
524,E3_13,E3_13,14/07/2015,TIEFORA II,CDC,027-9,gambiae,13.0604,6530.2,E3,11,10.66015,-4.51636,7,2015,1
525,E3_14,E3_14,10/09/2015,BOLOMAKOTE,CDC,157-21,gambiae,3.232,1616,E3,9,10.20378,-4.39405,9,2015,1
526,E3_1,E3_1,23/07/2014,SISRANKA,CDC,242-2,gambiae,3.06,1531.6,E3,29,10.40929,-4.61967,7,2014,0
527,E3_2,E3_2,02/11/2015,KANKOUNABA II,CDC,302-21,gambiae,1.38,688.6,E3,1,10.58465,-4.54745,11,2015,1
528,E3_4,E3_4,04/09/2015,SOBARA III,CDC,116-3,gambiae,1.8528,926.4,E3,3,10.25882,-4.41593,9,2015,1
529,E3_7,E3_7,11/09/2014,BOUNOUBA,CDC,28a-1,gambiae,4.184,2092,E3,39,10.26145,-4.36408,9,2014,0
530,E3_8,E3_8,19/09/2014,BOLOMAKOTE,CDC,195-12,gambiae,4.3512,2175.6,E3,9,10.20378,-4.39405,9,2014,1
531,E3_9,E3_9,05/11/2014,NATIERA,CDC,357-12,gambiae,2.644,1322,E3,10,10.69726,-4.44495,11,2014,1
532,E4_11,E4_11,01/07/2015,BAMAKO,CDC,017-16,gambiae,6.3428,3171.4,E4,20,10.49796,-4.46115,7,2015,1
533,E4_13,E4_13,16/07/2015,SOBARA II,CDC,029-8,gambiae,5.4104,2705.2,E4,3,10.25882,-4.41593,7,2015,1
534,E4_1,E4_1,25/07/2014,KOFING,CDC,51a-8,gambiae,3.82,1908,E4,9,10.20378,-4.39405,7,2014,1
535,E4_3,E4_3,02/09/2015,BAMAKO,CDC,107b-17,gambiae,6.1928,3096.4,E4,20,10.49796,-4.46115,9,2015,1
536,E4_4,E4_4,07/09/2015,DASSORPIRE,CDC,119-7,gambiae,2.324,1162,E4,12,10.67426,-4.59349,9,2015,1
537,E4_5,E4_5,01/09/2014,MOSSIBOUGOU,CDC,106a-9,gambiae,5.6356,2817.8,E4,10,10.69726,-4.44495,9,2014,1
538,E4_8,E4_8,19/09/2014,KOFLANDE,CDC,209-5,gambiae,4.898,2449,E4,37,10.23163,-4.4324,9,2014,0
539,E5_10,E5_10,11/09/2015,KIESSE(KEHINSA),CDC,134-8,gambiae,2.3784,1189.2,E5,2,10.10211,-4.3382,9,2015,1
540,E5_12,E5_12,12/07/2015,KANKOUNABA II,CDC,024-5,gambiae,7.7224,3861.2,E5,1,10.58465,-4.54745,7,2015,1
541,E5_13,E5_13,16/07/2015,SOBARA II,CDC,029-15,gambiae,1.4724,736.2,E5,3,10.25882,-4.41593,7,2015,1
542,E5_1,E5_1,25/07/2014,KOFING,CDC,51a-16,gambiae,3.43,1715.6,E5,9,10.20378,-4.39405,7,2014,1
543,E5_3,E5_3,02/09/2015,FRIGARA,CDC,108-4,gambiae,3.1288,1564.4,E5,20,10.49796,-4.46115,9,2015,1
544,E5_5,E5_5,01/09/2014,MOSSIBOUGOU,CDC,106a-17,gambiae,2.762,1381,E5,10,10.69726,-4.44495,9,2014,1
545,E5_6,E5_6,08/09/2014,TIEFORA II,CDC,132a-6,gambiae,3.07,1537.2,E5,11,10.66015,-4.51636,9,2014,1
546,E5_7,E5_7,11/09/2014,BOUNOUBA,CDC,1019-5,gambiae,3.3296,1664.8,E5,39,10.26145,-4.36408,9,2014,0
547,E5_8,E5_8,19/09/2014,KOFLANDE,CDC,209-13,gambiae,1.9056,952.8,E5,37,10.23163,-4.4324,9,2014,0
548,E5_9,E5_9,10/11/2014,PONT MAURICE,CDC,360-3,gambiae,2.1232,1061.6,E5,11,10.66015,-4.51636,11,2014,1
549,E6_10,E6_10,11/09/2015,LOMBO,CDC,136-3,gambiae,2.8272,1413.6,E6,18,10.07051,-4.30001,9,2015,1
550,E6_1,E6_1,30/07/2014,KANKOUNADENI,CDC,53a-4,gambiae,3.37,1685.6,E6,36,10.48214,-4.61734,7,2014,0
551,E6_2,E6_2,09/11/2015,PONT MAURICE,CDC,310-3,gambiae,1.9,951.8,E6,11,10.66015,-4.51636,11,2015,1
552,E6_3,E6_3,03/09/2015,KANGOUNABA I,CDC,109-7,gambiae,1.832,916,E6,1,10.58465,-4.54745,9,2015,1
553,E6_4,E6_4,07/09/2015,TIEFORA II,CDC,123b-6,gambiae,2.2688,1134.4,E6,11,10.66015,-4.51636,9,2015,1
554,E6_5,E6_5,03/09/2014,BOUNOUMBA,CDC,111a-2,gambiae,6.8792,3439.6,E6,4,10.31913,-4.38869,9,2014,1
555,E6_6,E6_6,08/09/2014,TIEFORA II,CDC,132a-14,gambiae,2.78,1389.6,E6,11,10.66015,-4.51636,9,2014,1
556,E6_7,E6_7,12/09/2014,LOMBO,CDC,34-5,gambiae,4.4936,2246.8,E6,18,10.07051,-4.30001,9,2014,1
557,E6_8,E6_8,19/09/2014,BOLOMAKOTE,CDC,1168-1,gambiae,3.6796,1839.8,E6,9,10.20378,-4.39405,9,2014,1
558,E6_9,E6_9,10/11/2014,PONT MAURICE,CDC,360-11,gambiae,5.2248,2612.4,E6,11,10.66015,-4.51636,11,2014,1
559,E7_10,E7_10,11/09/2015,LOMBO,CDC,136-11,gambiae,3.7884,1894.2,E7,18,10.07051,-4.30001,9,2015,1
560,E7_11,E7_11,01/07/2015,BOUNOUMBA,CDC,428-3,gambiae,0.6668,333.4,E7,4,10.31913,-4.38869,7,2015,1
561,E7_13,E7_13,24/07/2015,BAKARIDJAN II,CDC,908-1,gambiae,2.8664,1433.2,E7,9,10.20378,-4.39405,7,2015,1
562,E7_1,E7_1,30/07/2014,KANKOUNADENI,CDC,53a-12,gambiae,2.72,1358.8,E7,36,10.48214,-4.61734,7,2014,0
563,E7_2,E7_2,09/11/2015,PONT MAURICE,CDC,310-11,gambiae,2.27,1133.8,E7,11,10.66015,-4.51636,11,2015,1
564,E7_3,E7_3,03/09/2015,KANGOUNABA I,CDC,111b-2,gambiae,2.704,1352,E7,1,10.58465,-4.54745,9,2015,1
565,E7_4,E7_4,07/09/2015,TIEFORA II,CDC,123b-14,gambiae,3.4832,1741.6,E7,11,10.66015,-4.51636,9,2015,1
566,E7_5,E7_5,03/09/2014,BOUNOUMBA,CDC,112a-3,gambiae,8.776,4388,E7,4,10.31913,-4.38869,9,2014,1
567,E7_6,E7_6,08/09/2014,TIEFORA II,CDC,132a-22,gambiae,2.75,1375,E7,11,10.66015,-4.51636,9,2014,1
568,E7_7,E7_7,12/09/2014,LOMBO,CDC,34-13,gambiae,5.32,2660,E7,18,10.07051,-4.30001,9,2014,1
569,E7_8,E7_8,23/09/2014,KANKOUNADENI,CDC,223-8,gambiae,3.6104,1805.2,E7,36,10.48214,-4.61734,9,2014,0
570,E8_11,E8_11,07/07/2015,KANKOUNADENI,CDC,524-3,gambiae,5.1248,2562.4,E8,36,10.48214,-4.61734,7,2015,0
571,E8_13,E8_13,24/07/2015,BAKARIDJAN II,CDC,914-1,gambiae,3.3068,1653.4,E8,9,10.20378,-4.39405,7,2015,1
572,E8_1,E8_1,30/07/2014,KANKOUNADENI,CDC,285-3,gambiae,1.59,795.6,E8,36,10.48214,-4.61734,7,2014,0
573,E8_2,E8_2,09/11/2015,TIEFORA II,CDC,3612-3,gambiae,3.29,1644,E8,11,10.66015,-4.51636,11,2015,1
574,E8_4,E8_4,07/09/2015,TIEFORA II,CDC,125-6,gambiae,1.6384,819.2,E8,11,10.66015,-4.51636,9,2015,1
575,E8_5,E8_5,03/09/2014,BOUNOUMBA,CDC,112a-11,gambiae,3.1648,1582.4,E8,4,10.31913,-4.38869,9,2014,1
576,E8_6,E8_6,08/09/2014,SANHOUNOU,CDC,135-8,gambiae,3.39,1696.6,E8,12,10.67426,-4.59349,9,2014,1
577,E8_7,E8_7,12/09/2014,LOMBO,CDC,37a-3,gambiae,6.0696,3034.8,E8,18,10.07051,-4.30001,9,2014,1
578,E8_9,E8_9,10/09/2015,KOFING,CDC,128-9,gambiae,3.1828,1591.4,E8,9,10.20378,-4.39405,9,2015,1
579,E9_10,E9_10,16/09/2015,SISRANKA,CDC,139b-9,gambiae,2.224,1112,E9,29,10.40929,-4.61967,9,2015,0
580,E9_11,E9_11,07/07/2015,KANKOUNADENI,CDC,522-2,gambiae,5.2956,2647.8,E9,36,10.48214,-4.61734,7,2015,0
581,E9_12,E9_12,14/07/2015,SANHOUROU,CDC,028-4,gambiae,4.9168,2458.4,E9,12,10.67426,-4.59349,7,2015,1
582,E9_13,E9_13,24/07/2015,KOFLANDE,CDC,920-2,gambiae,4.3072,2153.6,E9,37,10.23163,-4.4324,7,2015,0
583,E9_1,E9_1,15/08/2014,LOMBO,CDC,503-2,gambiae,1.67,833.6,E9,18,10.07051,-4.30001,8,2014,0
584,E9_2,E9_2,09/11/2015,DASSORPIRE,CDC,311-8,gambiae,2.33,1164,E9,12,10.67426,-4.59349,11,2015,1
585,E9_4,E9_4,09/09/2015,BOUSSANRA I,CDC,126-7,gambiae,1.5808,790.4,E9,26,10.50926,-4.57797,9,2015,1
586,E9_5,E9_5,03/09/2014,FRIGARA,CDC,113a-7,gambiae,4.8132,2406.6,E9,20,10.49796,-4.46115,9,2014,0
587,E9_6,E9_6,08/09/2014,SANHOUNOU,CDC,135-16,gambiae,3.36,1679,E9,12,10.67426,-4.59349,9,2014,1
588,E9_7,E9_7,12/09/2014,DANDOUGOU,CDC,41a-1,gambiae,3.6448,1822.4,E9,2,10.10211,-4.3382,9,2014,1
589,E9_8,E9_8,04/11/2014,BAKARIDJAN II,CDC,1833-3,gambiae,1.7576,878.8,E9,9,10.20378,-4.39405,11,2014,1
590,E9_9,E9_9,10/09/2015,KOFLANDE,CDC,129-4,gambiae,12.5968,6298.4,E9,37,10.23163,-4.4324,9,2015,1
591,F10_10,F10_10,16/09/2015,BOULO-KOMARA,CDC,141-7,gambiae,2.9248,1462.4,F10,29,10.40929,-4.61967,9,2015,0
592,F10_11,F10_11,07/07/2015,BOUSSANRA I,CDC,020-7,gambiae,4.2404,2120.2,F10,26,10.50926,-4.57797,7,2015,1
593,F10_12,F10_12,14/07/2015,SANHOUROU,CDC,028-13,gambiae,2.5768,1288.4,F10,12,10.67426,-4.59349,7,2015,1
594,F10_1,F10_1,15/08/2014,LOMBO,CDC,514-3,gambiae,1.36,679.2,F10,18,10.07051,-4.30001,8,2014,0
595,F10_2,F10_2,09/11/2015,DASSORPIRE,CDC,311-17,gambiae,0.13,64.4,F10,12,10.67426,-4.59349,11,2015,1
596,F10_3,F10_3,03/09/2015,NATIERA,CDC,113b-8,gambiae,2.9648,1482.4,F10,10,10.69726,-4.44495,9,2015,1
597,F10_4,F10_4,09/09/2015,BOUSSANRA I,CDC,126-16,gambiae,1.3224,661.2,F10,26,10.50926,-4.57797,9,2015,1
598,F10_6,F10_6,17/09/2014,SISRANKA,CDC,171-5,gambiae,3.9,1948.8,F10,29,10.40929,-4.61967,9,2014,0
599,F10_7,F10_7,12/09/2014,DANDOUGOU,CDC,41a-10,gambiae,2.8896,1444.8,F10,2,10.10211,-4.3382,9,2014,1
600,F10_8,F10_8,04/11/2014,KOFING,CDC,1826-6,gambiae,1.7732,886.6,F10,9,10.20378,-4.39405,11,2014,1
601,F10_9,F10_9,10/09/2015,BOUNOUBA,CDC,132b-2,gambiae,4.4064,2203.2,F10,39,10.26145,-4.36408,9,2015,1
602,F1_10,F1_10,10/09/2015,BOUNOUBA,CDC,131-6,gambiae,2.7332,1366.6,F1,39,10.26145,-4.36408,9,2015,1
603,F11_11,F11_11,07/07/2015,BOUSSANRA I,CDC,502-1,gambiae,6.0868,3043.4,F11,26,10.50926,-4.57797,7,2015,1
604,F11_1,F11_1,15/08/2014,LOMBO,CDC,515-5,gambiae,2.54,1268.4,F11,18,10.07051,-4.30001,8,2014,0
605,F11_3,F11_3,07/09/2015,SANHOUNOU,CDC,122-5,gambiae,3.7576,1878.8,F11,12,10.67426,-4.59349,9,2015,1
606,F11_4,F11_4,10/09/2015,KOFLANDE,CDC,130-5,gambiae,1.2088,604.4,F11,37,10.23163,-4.4324,9,2015,1
607,F11_5,F11_5,19/09/2014,BOLOMAKOTE,CDC,1167-5,gambiae,2.4876,1243.8,F11,9,10.20378,-4.39405,9,2014,1
608,F11_7,F11_7,12/09/2014,DANDOUGOU,CDC,41a-18,gambiae,1.748,874,F11,2,10.10211,-4.3382,9,2014,1
609,F11_8,F11_8,06/11/2014,BAMAKO,CDC,1859-1,gambiae,2.9104,1455.2,F11,20,10.49796,-4.46115,11,2014,0
610,F1_1,F1_1,23/07/2014,SAKORA I,CDC,237-2,gambiae,4.66,2328.4,F1,29,10.40929,-4.61967,7,2014,0
611,F1_2,F1_2,02/11/2015,KANKOUNABA II,CDC,302-6,gambiae,1.42,709.6,F1,1,10.58465,-4.54745,11,2015,1
612,F1_3,F1_3,02/09/2015,YABLE I,CDC,106b-6,gambiae,2.0408,1020.4,F1,4,10.31913,-4.38869,9,2015,1
613,F1_5,F1_5,01/09/2014,KANGOUNABA II,CDC,104a-6,gambiae,1.346,673,F1,1,10.58465,-4.54745,9,2014,1
614,F1_6,F1_6,03/09/2014,BAMAKO,CDC,117-6,gambiae,2.19,1095.2,F1,20,10.49796,-4.46115,9,2014,0
615,F1_7,F1_7,09/09/2014,BOUSSANRA I,CDC,139a-6,gambiae,2.8856,1442.8,F1,26,10.50926,-4.57797,9,2014,0
616,F1_8,F1_8,17/09/2014,SISRANKA,CDC,170-6,gambiae,3.5712,1785.6,F1,29,10.40929,-4.61967,9,2014,0
617,F2_10,F2_10,10/09/2015,BOUNOUBA,CDC,131-14,gambiae,3.6316,1815.8,F2,39,10.26145,-4.36408,9,2015,1
618,F2_11,F2_11,01/07/2015,BAMAKO,CDC,017-1,gambiae,6.804,3402,F2,20,10.49796,-4.46115,7,2015,1
619,F2_12,F2_12,09/07/2015,BOUNOUBA,CDC,022-8,gambiae,9.1928,4596.4,F2,39,10.26145,-4.36408,7,2015,0
620,F2_13,F2_13,14/07/2015,TIEFORA II,CDC,027-2,gambiae,3.412,1706,F2,11,10.66015,-4.51636,7,2015,1
621,F2_14,F2_14,10/09/2015,BOLOMAKOTE,CDC,157-14,gambiae,5.1096,2554.8,F2,9,10.20378,-4.39405,9,2015,1
622,F2_1,F2_1,23/07/2014,SAKORA I,CDC,238-4,gambiae,1.84,922.4,F2,29,10.40929,-4.61967,7,2014,0
623,F2_2,F2_2,02/11/2015,KANKOUNABA II,CDC,302-14,gambiae,2.59,1295.6,F2,1,10.58465,-4.54745,11,2015,1
