"","fst_unweighted","fst_weighted","cluster_a","month_a","year_a","cluster_b","month_b","year_b","treated"
"1281",-0.00525,0,9,9,2014,29,9,2014,1
"1282",-0.005315,0,9,9,2014,29,9,2015,1
"1283",-0.007183,0,9,9,2014,3,7,2015,1
"1284",-0.006368,0,9,9,2014,3,9,2014,1
"1285",-0.005694,0,9,9,2014,36,7,2014,1
"1286",-0.007692,0,9,9,2014,36,7,2015,1
"1287",-0.005889,0,9,9,2014,36,9,2014,1
"1288",-0.008732,0,9,9,2014,37,7,2015,1
"1289",-0.00585,0,9,9,2014,37,9,2015,1
"1290",-0.005874,0,9,9,2014,4,9,2014,1
"1291",-0.007676,0,9,9,2014,4,9,2015,1
"1292",-0.005583,0,9,9,2014,9,11,2014,1
"1293",-0.003004,0.002592,9,9,2014,9,7,2014,1
"1294",-0.007164,0,9,9,2014,9,7,2015,1
"1295",-0.005529,0,9,9,2014,9,9,2015,1
"1296",-0.006279,0,9,9,2015,1,7,2015,1
"1297",-0.005394,0.000423,9,9,2015,10,9,2015,1
"1298",-0.005546,2e-05,9,9,2015,11,11,2014,1
"1299",-0.004006,0.000974,9,9,2015,11,9,2014,1
"1300",-0.005809,0,9,9,2015,11,9,2015,1
"1301",-0.005543,0,9,9,2015,12,11,2015,1
"1302",-0.005825,0,9,9,2015,12,9,2014,1
"1303",-0.00522,0,9,9,2015,18,8,2014,1
"1304",-0.004274,0.001198,9,9,2015,18,9,2014,1
"1305",-0.006011,0,9,9,2015,18,9,2015,1
"1306",-0.005858,0,9,9,2015,2,9,2014,1
"1307",-0.005567,0,9,9,2015,2,9,2015,1
"1308",-0.009996,0,9,9,2015,20,11,2014,1
"1309",-0.004965,8.3e-05,9,9,2015,20,7,2015,1
"1310",-0.00505,0.000226,9,9,2015,20,9,2015,1
"1311",-0.006782,0,9,9,2015,26,7,2015,1
"1312",-0.004997,0.000975,9,9,2015,26,9,2014,1
"1313",-0.005614,0,9,9,2015,29,7,2014,1
"1314",-0.005287,0,9,9,2015,29,9,2014,1
"1315",-0.005234,2.8e-05,9,9,2015,29,9,2015,1
"1316",-0.006833,0,9,9,2015,3,7,2015,1
"1317",-0.005562,0,9,9,2015,3,9,2014,1
"1318",-0.005405,0,9,9,2015,36,7,2014,1
"1319",-0.007409,0,9,9,2015,36,7,2015,1
"1320",-0.005694,0,9,9,2015,36,9,2014,1
"1321",-0.008324,0,9,9,2015,37,7,2015,1
"1322",-0.00559,0,9,9,2015,4,9,2014,1
"1323",-0.007185,0,9,9,2015,4,9,2015,1
"1324",-0.005355,0,9,9,2015,9,11,2014,1
"1325",-0.002711,0.00304,9,9,2015,9,7,2014,1
"1326",-0.006727,0,9,9,2015,9,7,2015,1
